task_id,asset_id,department,maintenance_type,corridor_id,section_id,task_date,deadline,risk_score,priority_score,required_duration_minutes,required_team_size,preferred_start_minute,max_delay_tolerance_minutes,can_bundle
TASK-025308,AST-076329,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-019,SEC-0188,2027-03-20,2027-03-27,82.4,67.3,120,6,180,30,Yes
TASK-025309,AST-068095,Mechanical / Rolling Stock,Traction Motor Inspection,COR-015,SEC-0141,2026-12-25,2027-01-04,99.0,96.0,65,2,180,30,Yes
TASK-025310,AST-076560,Signal & Telecommunications (S&T),Telecom Inspection,COR-004,SEC-0040,2027-03-14,2027-03-24,39.6,31.7,127,6,180,30,Yes
TASK-025311,AST-051556,Track / Civil Engineering,Rail Grinding,COR-015,SEC-0148,2026-06-29,2026-06-30,69.3,51.8,168,6,1194,0,Yes
TASK-025312,AST-078635,Track / Civil Engineering,Rail Inspection,COR-004,SEC-0034,2027-04-05,2027-04-08,99.0,88.7,136,6,1320,60,Yes
TASK-025313,AST-143221,Mechanical / Rolling Stock,Wheelset Inspection,COR-005,SEC-0050,2029-02-07,2029-02-17,75.3,63.6,119,6,400,15,Yes
TASK-025314,AST-132258,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-011,SEC-0101,2028-10-11,2028-10-12,65.9,54.6,157,3,120,120,Yes
TASK-025315,AST-135076,Track / Civil Engineering,Sleeper Replacement,COR-012,SEC-0112,2028-11-22,2028-12-06,87.9,85.2,112,3,0,60,No
TASK-025316,AST-143557,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-005,SEC-0048,2029-02-05,2029-02-15,59.4,47.1,143,5,1367,30,No
TASK-025317,AST-117454,Electrical / TRD,Feeder Maintenance,COR-003,SEC-0030,2028-05-17,2028-05-22,81.2,65.5,183,6,0,30,Yes
TASK-025318,AST-010160,Electrical / TRD,Feeder Maintenance,COR-006,SEC-0057,2025-04-26,2025-05-06,70.4,60.7,229,2,328,0,Yes
TASK-025319,AST-023380,Track / Civil Engineering,Sleeper Replacement,COR-005,SEC-0044,2025-09-15,2025-09-18,92.4,85.7,107,3,0,30,Yes
TASK-025320,AST-034718,Mechanical / Rolling Stock,Brake Inspection,COR-020,SEC-0195,2026-01-10,2026-01-20,72.8,64.1,81,2,1380,30,Yes
TASK-025321,AST-131840,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-010,SEC-0091,2028-10-17,2028-10-18,66.2,48.2,45,3,54,30,No
TASK-025322,AST-098099,Track / Civil Engineering,Turnout Maintenance,COR-005,SEC-0045,2027-10-28,2027-10-31,75.1,65.4,81,5,958,15,No
TASK-025323,AST-035670,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-018,SEC-0177,2026-01-12,2026-01-15,92.6,87.0,152,2,60,120,Yes
TASK-025324,AST-023366,Track / Civil Engineering,Rail Grinding,COR-002,SEC-0017,2025-09-09,2025-09-23,76.7,62.9,206,4,180,30,Yes
TASK-025325,AST-040111,Electrical / TRD,Transformer Inspection,COR-003,SEC-0023,2026-03-06,2026-03-11,88.6,83.9,163,3,926,15,Yes
TASK-025326,AST-074434,Mechanical / Rolling Stock,Brake Inspection,COR-006,SEC-0052,2027-02-17,2027-02-24,62.3,48.7,45,6,180,60,Yes
TASK-025327,AST-141594,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-015,SEC-0143,2029-01-21,2029-01-23,82.2,69.8,128,3,511,0,Yes
TASK-025328,AST-104466,Track / Civil Engineering,Rail Grinding,COR-006,SEC-0057,2028-01-06,2028-01-09,53.6,45.8,173,4,180,15,Yes
TASK-025329,AST-146150,Electrical / TRD,Transformer Inspection,COR-003,SEC-0022,2029-03-11,2029-03-21,98.4,89.4,126,2,1155,0,No
TASK-025330,AST-044433,Electrical / TRD,Feeder Maintenance,COR-009,SEC-0088,2026-04-20,2026-04-25,92.1,87.3,83,3,942,30,Yes
TASK-025331,AST-019790,Mechanical / Rolling Stock,Wheelset Inspection,COR-016,SEC-0156,2025-08-01,2025-08-11,76.9,65.3,72,3,60,15,Yes
TASK-025332,AST-058706,Electrical / TRD,Feeder Maintenance,COR-001,SEC-0007,2026-09-12,2026-09-14,71.9,64.4,112,6,158,0,Yes
TASK-025333,AST-042593,Electrical / TRD,Catenary Repair,COR-011,SEC-0109,2026-03-27,2026-04-03,45.4,31.7,76,5,60,120,No
TASK-025334,AST-082737,Signal & Telecommunications (S&T),Relay Testing,COR-015,SEC-0148,2027-05-22,2027-05-27,78.6,68.1,123,3,1142,15,No
TASK-025335,AST-063117,Signal & Telecommunications (S&T),Signal Inspection,COR-012,SEC-0112,2026-10-27,2026-10-28,55.4,41.3,118,5,0,60,No
TASK-025336,AST-140323,Track / Civil Engineering,Bridge Inspection,COR-018,SEC-0174,2029-01-11,2029-01-21,82.7,68.9,127,3,1320,15,Yes
TASK-025337,AST-050522,Electrical / TRD,Catenary Repair,COR-010,SEC-0092,2026-06-12,2026-06-14,94.0,83.1,170,3,1320,60,Yes
TASK-025338,AST-117314,Electrical / TRD,Substation Maintenance,COR-011,SEC-0103,2028-05-21,2028-05-28,88.9,85.0,156,3,180,30,Yes
TASK-025339,AST-118619,Track / Civil Engineering,Rail Grinding,COR-011,SEC-0102,2028-05-21,2028-05-24,66.0,48.2,174,6,1380,0,Yes
TASK-025340,AST-032787,Track / Civil Engineering,Bridge Inspection,COR-018,SEC-0176,2025-12-17,2025-12-18,76.9,68.0,135,6,1320,30,Yes
TASK-025341,AST-073155,Track / Civil Engineering,Bridge Inspection,COR-009,SEC-0082,2027-02-16,2027-02-19,87.1,84.7,153,5,599,120,No
TASK-025342,AST-130734,Electrical / TRD,OHE Inspection,COR-012,SEC-0113,2028-10-04,2028-10-07,63.0,46.9,191,5,753,15,No
TASK-025343,AST-137674,Mechanical / Rolling Stock,Traction Motor Inspection,COR-010,SEC-0100,2028-12-16,2028-12-18,57.0,43.6,55,6,180,15,Yes
TASK-025344,AST-141396,Track / Civil Engineering,Rail Inspection,COR-001,SEC-0005,2029-01-18,2029-01-20,92.7,82.9,99,3,1320,15,Yes
TASK-025345,AST-058448,Electrical / TRD,Substation Maintenance,COR-020,SEC-0196,2026-09-02,2026-09-03,88.3,83.5,77,6,994,0,Yes
TASK-025346,AST-119826,Signal & Telecommunications (S&T),Telecom Inspection,COR-015,SEC-0150,2028-06-16,2028-06-19,64.4,45.7,79,5,180,30,No
TASK-025347,AST-101144,Track / Civil Engineering,Ballast Tamping,COR-010,SEC-0095,2027-11-28,2027-11-30,86.5,80.1,99,4,60,30,Yes
TASK-025348,AST-062970,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-006,SEC-0060,2026-10-30,2026-11-04,59.4,47.3,118,5,490,30,Yes
TASK-025349,AST-117290,Track / Civil Engineering,Bridge Inspection,COR-004,SEC-0038,2028-05-16,2028-05-19,88.6,81.8,156,4,120,15,Yes
TASK-025350,AST-002497,Track / Civil Engineering,Rail Inspection,COR-011,SEC-0108,2025-02-06,2025-02-07,79.0,70.7,133,5,931,0,Yes
TASK-025351,AST-105802,Electrical / TRD,Substation Maintenance,COR-003,SEC-0023,2028-01-16,2028-01-21,66.0,52.5,71,6,120,30,No
TASK-025352,AST-118478,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-015,SEC-0146,2028-05-25,2028-05-28,90.3,92.2,103,6,1380,30,Yes
TASK-025353,AST-122078,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-015,SEC-0141,2028-07-05,2028-07-15,64.4,50.2,104,6,0,0,Yes
TASK-025354,AST-115557,Electrical / TRD,Feeder Maintenance,COR-006,SEC-0054,2028-05-02,2028-05-07,80.0,70.1,127,6,1223,60,No
TASK-025355,AST-078721,Track / Civil Engineering,Turnout Maintenance,COR-020,SEC-0199,2027-04-03,2027-04-06,99.0,92.0,185,5,197,15,Yes
TASK-025356,AST-060333,Track / Civil Engineering,Rail Grinding,COR-017,SEC-0167,2026-09-29,2026-10-13,71.9,62.5,180,5,547,30,Yes
TASK-025357,AST-059996,Track / Civil Engineering,Ballast Tamping,COR-020,SEC-0191,2026-09-28,2026-10-03,68.5,53.5,186,2,1320,60,Yes
TASK-025358,AST-122574,Electrical / TRD,Catenary Repair,COR-014,SEC-0136,2028-07-05,2028-07-07,54.7,42.5,140,4,1320,30,Yes
TASK-025359,AST-087620,Electrical / TRD,Catenary Repair,COR-010,SEC-0094,2027-07-09,2027-07-10,95.9,90.0,156,5,234,15,Yes
TASK-025360,AST-091240,Mechanical / Rolling Stock,Traction Motor Inspection,COR-007,SEC-0070,2027-08-10,2027-08-13,99.0,86.0,45,6,1182,60,No
TASK-025361,AST-102063,Electrical / TRD,Switchgear Inspection,COR-016,SEC-0152,2027-12-08,2027-12-11,99.0,88.3,148,6,0,60,Yes
TASK-025362,AST-127554,Electrical / TRD,Switchgear Inspection,COR-010,SEC-0094,2028-08-30,2028-09-09,53.3,37.7,128,4,1009,120,Yes
TASK-025363,AST-104161,Track / Civil Engineering,Bridge Inspection,COR-020,SEC-0191,2027-12-26,2027-12-31,86.3,80.5,165,6,120,30,Yes
TASK-025364,AST-076425,Mechanical / Rolling Stock,Axle Inspection,COR-001,SEC-0007,2027-03-14,2027-03-21,59.4,45.4,45,2,595,30,Yes
TASK-025365,AST-075968,Mechanical / Rolling Stock,Bearing Inspection,COR-005,SEC-0045,2027-03-14,2027-03-28,73.4,59.3,83,4,196,30,No
TASK-025366,AST-019570,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-009,SEC-0087,2025-07-26,2025-08-02,55.5,41.4,121,6,120,15,Yes
TASK-025367,AST-100754,Electrical / TRD,Feeder Maintenance,COR-009,SEC-0089,2027-11-21,2027-11-22,76.2,63.8,149,4,120,60,Yes
TASK-025368,AST-004593,Signal & Telecommunications (S&T),Relay Testing,COR-006,SEC-0054,2025-02-18,2025-02-28,57.3,48.4,114,6,235,30,Yes
TASK-025369,AST-130296,Track / Civil Engineering,Rail Inspection,COR-018,SEC-0173,2028-09-20,2028-09-30,99.0,94.9,213,3,120,60,Yes
TASK-025370,AST-142885,Electrical / TRD,Catenary Repair,COR-005,SEC-0048,2029-02-03,2029-02-08,86.5,86.6,102,4,0,0,Yes
TASK-025371,AST-058736,Electrical / TRD,Substation Maintenance,COR-001,SEC-0008,2026-09-14,2026-09-19,62.7,46.8,137,6,1320,30,No
TASK-025372,AST-086551,Electrical / TRD,Feeder Maintenance,COR-017,SEC-0167,2027-07-05,2027-07-10,99.0,89.2,147,3,0,60,Yes
TASK-025373,AST-129618,Electrical / TRD,Catenary Repair,COR-011,SEC-0108,2028-09-22,2028-09-23,64.2,50.7,145,4,1392,30,Yes
TASK-025374,AST-018065,Track / Civil Engineering,Sleeper Replacement,COR-014,SEC-0139,2025-07-11,2025-07-12,74.5,66.8,149,6,120,30,Yes
TASK-025375,AST-065103,Track / Civil Engineering,Sleeper Replacement,COR-018,SEC-0174,2026-11-19,2026-11-21,98.7,87.6,117,6,712,0,Yes
TASK-025376,AST-065902,Track / Civil Engineering,Rail Inspection,COR-013,SEC-0123,2026-11-25,2026-12-02,73.4,61.3,199,4,60,120,Yes
TASK-025377,AST-118466,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-006,SEC-0054,2028-05-20,2028-06-03,71.9,64.2,109,3,1115,15,Yes
TASK-025378,AST-043219,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-007,SEC-0061,2026-03-29,2026-03-30,38.9,28.1,193,4,180,30,Yes
TASK-025379,AST-067718,Track / Civil Engineering,Rail Grinding,COR-002,SEC-0019,2026-12-13,2026-12-23,98.2,93.6,167,6,180,15,Yes
TASK-025380,AST-061123,Track / Civil Engineering,Rail Grinding,COR-001,SEC-0008,2026-10-01,2026-10-04,94.1,87.0,176,3,180,30,No
TASK-025381,AST-094003,Track / Civil Engineering,Ballast Tamping,COR-013,SEC-0125,2027-09-17,2027-09-18,73.2,60.9,184,6,142,0,Yes
TASK-025382,AST-021954,Track / Civil Engineering,Ballast Tamping,COR-001,SEC-0001,2025-08-24,2025-08-26,53.6,46.9,130,6,1380,60,Yes
TASK-025383,AST-061305,Track / Civil Engineering,Ballast Tamping,COR-019,SEC-0189,2026-10-05,2026-10-12,93.7,94.2,209,5,0,30,Yes
TASK-025384,AST-146201,Track / Civil Engineering,Turnout Maintenance,COR-010,SEC-0091,2029-03-12,2029-03-15,83.7,65.7,173,2,565,30,No
TASK-025385,AST-143860,Track / Civil Engineering,Ballast Tamping,COR-015,SEC-0142,2029-02-18,2029-03-04,99.0,92.5,168,6,180,30,Yes
TASK-025386,AST-039561,Track / Civil Engineering,Rail Grinding,COR-009,SEC-0084,2026-02-23,2026-02-26,75.7,63.6,122,3,1380,15,No
TASK-025387,AST-065313,Track / Civil Engineering,Rail Inspection,COR-016,SEC-0154,2026-11-15,2026-11-29,80.6,67.3,264,4,60,60,Yes
TASK-025388,AST-002935,Track / Civil Engineering,Turnout Maintenance,COR-001,SEC-0006,2025-02-13,2025-02-20,90.6,88.7,131,6,0,60,Yes
TASK-025389,AST-091014,Track / Civil Engineering,Ballast Tamping,COR-008,SEC-0071,2027-08-15,2027-08-22,80.8,69.7,140,5,120,0,Yes
TASK-025390,AST-006955,Signal & Telecommunications (S&T),Relay Testing,COR-019,SEC-0188,2025-03-16,2025-03-17,49.5,40.7,169,3,277,15,Yes
TASK-025391,AST-100769,Electrical / TRD,OHE Inspection,COR-007,SEC-0061,2027-11-21,2027-11-24,61.9,51.4,144,5,60,30,Yes
TASK-025392,AST-003127,Electrical / TRD,Transformer Inspection,COR-002,SEC-0020,2025-02-13,2025-02-20,93.8,85.2,181,6,1194,30,Yes
TASK-025393,AST-097190,Electrical / TRD,Feeder Maintenance,COR-006,SEC-0052,2027-10-20,2027-10-30,99.0,89.7,177,5,120,15,Yes
TASK-025394,AST-124187,Signal & Telecommunications (S&T),Relay Testing,COR-011,SEC-0102,2028-07-19,2028-08-02,71.9,63.1,95,4,1320,30,Yes
TASK-025395,AST-082760,Track / Civil Engineering,Bridge Inspection,COR-013,SEC-0122,2027-05-20,2027-05-22,78.9,67.0,185,5,0,120,Yes
TASK-025396,AST-121451,Track / Civil Engineering,Turnout Maintenance,COR-007,SEC-0067,2028-06-26,2028-06-27,91.9,86.5,138,2,33,30,No
TASK-025397,AST-130993,Track / Civil Engineering,Turnout Maintenance,COR-008,SEC-0079,2028-09-30,2028-10-07,67.9,50.7,149,6,0,60,Yes
TASK-025398,AST-036199,Electrical / TRD,Substation Maintenance,COR-007,SEC-0066,2026-01-21,2026-01-22,66.4,48.2,130,4,872,60,Yes
TASK-025399,AST-085502,Electrical / TRD,Switchgear Inspection,COR-013,SEC-0121,2027-06-14,2027-06-17,80.7,72.7,177,3,60,0,Yes
TASK-025400,AST-064557,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-011,SEC-0109,2026-11-08,2026-11-15,49.7,44.2,115,2,1166,30,No
TASK-025401,AST-046622,Mechanical / Rolling Stock,Wheelset Inspection,COR-007,SEC-0069,2026-05-14,2026-05-16,96.4,93.5,85,6,180,120,Yes
TASK-025402,AST-093059,Track / Civil Engineering,Turnout Maintenance,COR-019,SEC-0183,2027-09-04,2027-09-07,94.8,93.1,108,5,1380,60,Yes
TASK-025403,AST-133626,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-008,SEC-0073,2028-11-01,2028-11-04,81.6,68.2,70,5,60,15,Yes
TASK-025404,AST-014826,Track / Civil Engineering,Sleeper Replacement,COR-014,SEC-0134,2025-06-10,2025-06-24,88.5,82.2,175,2,120,30,No
TASK-025405,AST-148344,Electrical / TRD,OHE Inspection,COR-010,SEC-0099,2029-03-27,2029-04-06,81.2,64.8,117,6,1320,15,No
TASK-025406,AST-025215,Mechanical / Rolling Stock,Brake Inspection,COR-007,SEC-0065,2025-10-04,2025-10-06,60.7,44.4,102,2,182,0,Yes
TASK-025407,AST-013792,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-012,SEC-0117,2025-06-03,2025-06-06,60.1,48.0,45,6,1380,30,Yes
TASK-025408,AST-029243,Signal & Telecommunications (S&T),Relay Testing,COR-010,SEC-0091,2025-11-11,2025-11-21,73.6,66.3,162,6,772,15,Yes
TASK-025409,AST-032193,Track / Civil Engineering,Ballast Tamping,COR-008,SEC-0077,2025-12-12,2025-12-13,76.1,64.3,126,6,180,30,Yes
TASK-025410,AST-054413,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-007,SEC-0065,2026-08-04,2026-08-18,65.6,52.7,120,5,1320,15,Yes
TASK-025411,AST-011891,Electrical / TRD,Transformer Inspection,COR-008,SEC-0072,2025-05-08,2025-05-22,72.9,72.4,82,3,60,30,Yes
TASK-025412,AST-017866,Track / Civil Engineering,Sleeper Replacement,COR-020,SEC-0199,2025-07-20,2025-07-21,68.1,61.2,143,4,786,15,Yes
TASK-025413,AST-052956,Electrical / TRD,Substation Maintenance,COR-005,SEC-0044,2026-07-11,2026-07-14,50.9,35.1,95,6,1320,60,No
TASK-025414,AST-136095,Mechanical / Rolling Stock,Bearing Inspection,COR-005,SEC-0049,2028-12-02,2028-12-04,57.1,46.9,122,5,1380,0,Yes
TASK-025415,AST-011266,Electrical / TRD,OHE Inspection,COR-003,SEC-0022,2025-05-02,2025-05-05,82.3,67.6,95,5,1380,120,Yes
TASK-025416,AST-030343,Track / Civil Engineering,Rail Grinding,COR-005,SEC-0043,2025-11-20,2025-11-21,65.0,52.8,135,4,662,0,Yes
TASK-025417,AST-054041,Track / Civil Engineering,Turnout Maintenance,COR-013,SEC-0130,2026-07-24,2026-07-29,63.7,51.7,157,2,861,15,Yes
TASK-025418,AST-114084,Track / Civil Engineering,Rail Grinding,COR-020,SEC-0198,2028-04-05,2028-04-12,59.9,42.5,136,4,60,60,Yes
TASK-025419,AST-017721,Mechanical / Rolling Stock,Bearing Inspection,COR-013,SEC-0128,2025-07-07,2025-07-12,99.0,91.5,171,6,60,15,Yes
TASK-025420,AST-070087,Mechanical / Rolling Stock,Traction Motor Inspection,COR-017,SEC-0166,2027-01-14,2027-01-17,79.5,67.8,119,5,552,15,Yes
TASK-025421,AST-097070,Track / Civil Engineering,Rail Inspection,COR-006,SEC-0060,2027-10-16,2027-10-18,88.9,91.1,100,3,0,15,Yes
TASK-025422,AST-038889,Mechanical / Rolling Stock,Brake Inspection,COR-004,SEC-0039,2026-02-20,2026-02-25,80.3,68.2,77,4,1320,30,No
TASK-025423,AST-014702,Mechanical / Rolling Stock,Bearing Inspection,COR-011,SEC-0103,2025-06-07,2025-06-14,93.8,87.6,116,2,989,15,Yes
TASK-025424,AST-127527,Track / Civil Engineering,Turnout Maintenance,COR-001,SEC-0001,2028-09-01,2028-09-02,99.0,94.5,149,4,60,0,No
TASK-025425,AST-005351,Electrical / TRD,Catenary Repair,COR-014,SEC-0138,2025-02-27,2025-02-28,70.7,66.2,133,5,1320,15,Yes
TASK-025426,AST-149270,Signal & Telecommunications (S&T),Telecom Inspection,COR-007,SEC-0063,2029-04-18,2029-04-28,61.8,41.2,180,4,0,15,No
TASK-025427,AST-010019,Electrical / TRD,OHE Inspection,COR-007,SEC-0068,2025-04-27,2025-04-30,99.0,92.5,82,5,60,30,Yes
TASK-025428,AST-126925,Track / Civil Engineering,Turnout Maintenance,COR-005,SEC-0048,2028-08-23,2028-09-02,77.7,65.1,100,5,322,30,Yes
TASK-025429,AST-029250,Track / Civil Engineering,Bridge Inspection,COR-011,SEC-0102,2025-11-11,2025-11-18,76.8,64.7,150,6,1028,30,No
TASK-025430,AST-033003,Electrical / TRD,OHE Inspection,COR-017,SEC-0166,2025-12-13,2025-12-18,78.6,69.1,99,5,1380,15,No
TASK-025431,AST-043396,Track / Civil Engineering,Ballast Tamping,COR-014,SEC-0136,2026-04-01,2026-04-11,96.7,86.9,141,4,1320,15,No
TASK-025432,AST-067719,Mechanical / Rolling Stock,Traction Motor Inspection,COR-016,SEC-0152,2026-12-14,2026-12-15,70.8,60.5,127,3,1380,30,Yes
TASK-025433,AST-005039,Mechanical / Rolling Stock,Traction Motor Inspection,COR-016,SEC-0159,2025-03-05,2025-03-12,74.5,58.6,62,3,818,30,Yes
TASK-025434,AST-008038,Electrical / TRD,OHE Inspection,COR-011,SEC-0109,2025-04-04,2025-04-18,82.6,71.4,116,2,277,0,Yes
TASK-025435,AST-135644,Signal & Telecommunications (S&T),Signal Inspection,COR-013,SEC-0126,2028-11-17,2028-11-27,85.3,77.7,99,2,1320,30,Yes
TASK-025436,AST-058805,Track / Civil Engineering,Ballast Tamping,COR-013,SEC-0121,2026-09-06,2026-09-07,70.6,68.8,94,2,60,15,Yes
TASK-025437,AST-114148,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-010,SEC-0095,2028-04-16,2028-04-21,73.0,60.5,93,6,60,30,No
TASK-025438,AST-044643,Track / Civil Engineering,Bridge Inspection,COR-004,SEC-0040,2026-04-19,2026-04-29,72.1,62.3,141,2,1380,15,Yes
TASK-025439,AST-078223,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-004,SEC-0040,2027-04-07,2027-04-17,53.4,43.9,78,3,1320,30,Yes
TASK-025440,AST-141589,Track / Civil Engineering,Bridge Inspection,COR-004,SEC-0039,2029-01-17,2029-01-19,77.8,57.7,143,2,0,0,No
TASK-025441,AST-060721,Track / Civil Engineering,Turnout Maintenance,COR-005,SEC-0048,2026-10-01,2026-10-08,80.8,67.3,123,2,994,60,No
TASK-025442,AST-009488,Track / Civil Engineering,Rail Grinding,COR-012,SEC-0120,2025-04-22,2025-04-25,96.8,87.2,186,3,60,120,Yes
TASK-025443,AST-096449,Signal & Telecommunications (S&T),Telecom Inspection,COR-015,SEC-0142,2027-10-12,2027-10-17,64.1,52.8,81,2,327,120,No
TASK-025444,AST-068799,Mechanical / Rolling Stock,Brake Inspection,COR-013,SEC-0129,2026-12-30,2027-01-01,62.5,54.5,142,6,1320,60,Yes
TASK-025445,AST-019117,Track / Civil Engineering,Turnout Maintenance,COR-003,SEC-0026,2025-07-29,2025-08-05,99.0,92.3,114,5,1082,120,Yes
TASK-025446,AST-070810,Track / Civil Engineering,Bridge Inspection,COR-017,SEC-0161,2027-01-11,2027-01-14,79.2,64.8,184,4,1320,0,Yes
TASK-025447,AST-133121,Electrical / TRD,Feeder Maintenance,COR-003,SEC-0022,2028-10-23,2028-11-06,94.1,88.6,133,5,180,60,Yes
TASK-025448,AST-016330,Mechanical / Rolling Stock,Wheelset Inspection,COR-008,SEC-0074,2025-07-03,2025-07-10,70.6,60.2,125,3,931,120,Yes
TASK-025449,AST-064712,Electrical / TRD,Catenary Repair,COR-004,SEC-0032,2026-11-13,2026-11-15,38.6,31.4,129,5,120,30,Yes
TASK-025450,AST-054886,Signal & Telecommunications (S&T),Telecom Inspection,COR-006,SEC-0054,2026-07-29,2026-08-05,99.0,87.3,93,2,180,15,No
TASK-025451,AST-121255,Electrical / TRD,Feeder Maintenance,COR-005,SEC-0049,2028-06-29,2028-07-04,75.8,58.4,155,6,529,15,Yes
TASK-025452,AST-103968,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-010,SEC-0100,2027-12-31,2028-01-10,64.7,51.5,117,6,1146,30,No
TASK-025453,AST-083717,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-006,SEC-0059,2027-05-24,2027-05-29,87.6,84.1,116,2,1380,60,Yes
TASK-025454,AST-090613,Electrical / TRD,Substation Maintenance,COR-012,SEC-0114,2027-08-15,2027-08-25,63.0,53.5,173,4,0,30,Yes
TASK-025455,AST-028284,Electrical / TRD,OHE Inspection,COR-019,SEC-0184,2025-11-05,2025-11-07,74.9,63.2,153,2,1135,120,Yes
TASK-025456,AST-141439,Track / Civil Engineering,Sleeper Replacement,COR-001,SEC-0009,2029-01-16,2029-01-26,85.8,93.0,147,3,894,15,Yes
TASK-025457,AST-107025,Electrical / TRD,OHE Inspection,COR-003,SEC-0028,2028-01-30,2028-02-02,99.0,93.0,175,3,60,60,Yes
TASK-025458,AST-068556,Track / Civil Engineering,Turnout Maintenance,COR-009,SEC-0088,2026-12-21,2027-01-04,99.0,96.0,155,5,1320,30,Yes
TASK-025459,AST-020183,Electrical / TRD,Transformer Inspection,COR-001,SEC-0005,2025-08-05,2025-08-06,84.3,69.7,139,5,60,0,Yes
TASK-025460,AST-003068,Track / Civil Engineering,Ballast Tamping,COR-003,SEC-0028,2025-02-10,2025-02-17,85.6,90.3,143,4,0,0,Yes
TASK-025461,AST-000592,Track / Civil Engineering,Sleeper Replacement,COR-009,SEC-0082,2025-01-13,2025-01-20,79.0,70.4,94,6,330,60,Yes
TASK-025462,AST-051730,Track / Civil Engineering,Ballast Tamping,COR-007,SEC-0069,2026-07-03,2026-07-05,84.8,72.3,113,6,226,0,Yes
TASK-025463,AST-061607,Track / Civil Engineering,Rail Inspection,COR-007,SEC-0067,2026-10-14,2026-10-17,78.2,66.6,150,4,369,15,No
TASK-025464,AST-014252,Electrical / TRD,Transformer Inspection,COR-004,SEC-0039,2025-06-11,2025-06-21,72.0,63.7,105,3,120,0,Yes
TASK-025465,AST-113930,Track / Civil Engineering,Rail Grinding,COR-019,SEC-0183,2028-04-08,2028-04-18,84.5,74.6,140,6,706,15,Yes
TASK-025466,AST-149347,Track / Civil Engineering,Rail Grinding,COR-019,SEC-0185,2029-04-11,2029-04-13,83.8,65.1,110,2,1380,15,Yes
TASK-025467,AST-050873,Electrical / TRD,Substation Maintenance,COR-015,SEC-0141,2026-06-15,2026-06-17,60.1,45.9,108,5,125,15,Yes
TASK-025468,AST-031136,Track / Civil Engineering,Rail Grinding,COR-011,SEC-0101,2025-12-04,2025-12-11,95.3,86.9,139,4,180,0,Yes
TASK-025469,AST-068645,Track / Civil Engineering,Ballast Tamping,COR-007,SEC-0067,2026-12-23,2026-12-30,64.9,47.6,180,6,79,30,No
TASK-025470,AST-138105,Signal & Telecommunications (S&T),Telecom Inspection,COR-005,SEC-0042,2028-12-10,2028-12-17,51.9,35.0,145,5,120,15,Yes
TASK-025471,AST-134035,Track / Civil Engineering,Bridge Inspection,COR-020,SEC-0193,2028-11-03,2028-11-13,99.0,93.5,139,3,1320,120,Yes
TASK-025472,AST-000785,Track / Civil Engineering,Turnout Maintenance,COR-004,SEC-0037,2025-01-16,2025-01-18,67.6,52.7,235,5,826,30,No
TASK-025473,AST-149102,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-020,SEC-0191,2029-04-10,2029-04-24,88.4,84.3,158,6,60,60,Yes
TASK-025474,AST-041508,Electrical / TRD,OHE Inspection,COR-003,SEC-0027,2026-03-15,2026-03-17,90.2,84.3,141,5,1243,15,Yes
TASK-025475,AST-085344,Mechanical / Rolling Stock,Traction Motor Inspection,COR-007,SEC-0063,2027-06-16,2027-06-18,64.3,42.5,114,5,188,15,Yes
TASK-025476,AST-131947,Track / Civil Engineering,Sleeper Replacement,COR-019,SEC-0183,2028-10-08,2028-10-15,68.2,47.5,177,6,60,120,Yes
TASK-025477,AST-132023,Mechanical / Rolling Stock,Bearing Inspection,COR-001,SEC-0002,2028-10-11,2028-10-21,67.6,50.4,75,3,1320,120,Yes
TASK-025478,AST-014857,Track / Civil Engineering,Sleeper Replacement,COR-001,SEC-0005,2025-06-14,2025-06-19,80.9,64.2,199,3,1320,60,Yes
TASK-025479,AST-070329,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-019,SEC-0182,2027-01-16,2027-01-23,52.9,42.8,149,2,1336,60,No
TASK-025480,AST-093005,Track / Civil Engineering,Ballast Tamping,COR-015,SEC-0145,2027-09-04,2027-09-11,70.8,66.3,181,5,120,30,Yes
TASK-025481,AST-034408,Signal & Telecommunications (S&T),Relay Testing,COR-008,SEC-0073,2026-01-06,2026-01-20,71.3,63.6,113,2,0,60,Yes
