train_id,block_id,train_priority_class,passenger_load_percent,conflict_type
TRN-10582,BLK-013666,2,55.1,Track Occupied
TRN-10583,BLK-030335,3,61.6,Track Occupied
TRN-10584,BLK-033478,3,48.7,Track Occupied
TRN-10585,BLK-017296,3,77.6,Track Occupied
TRN-10586,BLK-020129,3,71.7,Track Occupied
TRN-10587,BLK-023217,2,78.3,Track Occupied
TRN-10587,BLK-023218,2,78.3,Track Occupied
TRN-10588,BLK-026701,1,13.2,Track Occupied
TRN-10589,BLK-004457,1,32.3,Track Occupied
TRN-10590,BLK-010374,3,79.3,Track Occupied
TRN-10591,BLK-030061,3,79.2,Track Occupied
TRN-10592,BLK-014329,2,60.4,Track Occupied
TRN-10593,BLK-029768,3,81.5,Track Occupied
TRN-10594,BLK-022595,3,80.3,Track Occupied
TRN-10595,BLK-017173,2,82.2,Track Occupied
TRN-10596,BLK-006316,1,16.9,Track Occupied
TRN-10597,BLK-030643,3,45.0,Track Occupied
TRN-10598,BLK-031717,2,81.7,Track Occupied
TRN-10599,BLK-022503,2,87.4,Track Occupied
TRN-10600,BLK-019555,3,88.6,Track Occupied
TRN-10601,BLK-017356,2,87.6,Track Occupied
TRN-10602,BLK-020904,1,38.4,Track Occupied
TRN-10603,BLK-009299,2,25.0,Track Occupied
TRN-10604,BLK-031706,3,74.2,Track Occupied
TRN-10605,BLK-003830,2,54.9,Track Occupied
TRN-10606,BLK-011508,1,37.5,Track Occupied
TRN-10607,BLK-013874,3,55.1,Track Occupied
TRN-10608,BLK-030517,2,71.8,Track Occupied
TRN-10609,BLK-000247,2,81.8,Track Occupied
TRN-10610,BLK-010767,3,99.0,Track Occupied
TRN-10611,BLK-005451,2,73.5,Track Occupied
TRN-10612,BLK-023783,3,67.6,Track Occupied
TRN-10613,BLK-018053,2,39.5,Track Occupied
TRN-10614,BLK-033061,3,89.8,Track Occupied
TRN-10615,BLK-011447,1,21.4,Track Occupied
TRN-10616,BLK-013722,3,59.8,Track Occupied
TRN-10617,BLK-030690,2,98.8,Track Occupied
TRN-10618,BLK-020795,2,60.9,Track Occupied
TRN-10619,BLK-019075,1,53.4,Track Occupied
TRN-10619,BLK-019076,1,53.4,Track Occupied
TRN-10620,BLK-011219,2,47.4,Track Occupied
TRN-10621,BLK-029493,2,73.1,Track Occupied
TRN-10621,BLK-029494,2,73.1,Track Occupied
TRN-10622,BLK-006488,2,86.3,Track Occupied
TRN-10623,BLK-010013,2,62.8,Track Occupied
TRN-10624,BLK-021706,3,62.2,Track Occupied
TRN-10625,BLK-023784,1,24.4,Track Occupied
TRN-10626,BLK-028472,2,93.0,Track Occupied
TRN-10627,BLK-021665,2,68.4,Track Occupied
TRN-10628,BLK-002707,2,65.3,Track Occupied
TRN-10629,BLK-027237,2,48.5,Track Occupied
TRN-10630,BLK-024037,2,74.5,Track Occupied
TRN-10631,BLK-028189,3,94.2,Track Occupied
TRN-10632,BLK-002247,3,73.0,Track Occupied
TRN-10633,BLK-015729,2,68.8,Track Occupied
TRN-10634,BLK-016917,3,50.1,Track Occupied
TRN-10635,BLK-005849,1,5.0,Track Occupied
TRN-10636,BLK-000346,2,78.9,Track Occupied
TRN-10637,BLK-012977,2,83.3,Track Occupied
TRN-10638,BLK-017484,2,78.0,Track Occupied
TRN-10639,BLK-029670,1,22.0,Track Occupied
TRN-10640,BLK-017052,3,67.7,Track Occupied
TRN-10641,BLK-024916,3,78.8,Track Occupied
TRN-10641,BLK-024917,3,78.8,Track Occupied
TRN-10642,BLK-001988,2,89.7,Track Occupied
TRN-10643,BLK-032952,3,69.3,Track Occupied
TRN-10644,BLK-011129,2,25.0,Track Occupied
TRN-10645,BLK-025650,3,77.9,Track Occupied
TRN-10646,BLK-018497,1,43.1,Track Occupied
TRN-10647,BLK-032318,3,98.9,Track Occupied
TRN-10648,BLK-021824,2,82.2,Track Occupied
TRN-10649,BLK-015209,2,78.7,Track Occupied
TRN-10650,BLK-008851,3,94.3,Track Occupied
TRN-10650,BLK-008852,3,94.3,Track Occupied
TRN-10651,BLK-032470,1,28.8,Track Occupied
TRN-10652,BLK-029037,1,24.7,Track Occupied
TRN-10653,BLK-025985,3,46.8,Track Occupied
TRN-10654,BLK-004655,1,15.7,Track Occupied
TRN-10655,BLK-003888,3,73.4,Track Occupied
TRN-10656,BLK-003282,1,18.5,Track Occupied
TRN-10657,BLK-000167,3,49.9,Track Occupied
TRN-10658,BLK-001313,1,46.0,Track Occupied
TRN-10659,BLK-004738,1,52.8,Track Occupied
TRN-10660,BLK-001179,1,5.0,Track Occupied
TRN-10661,BLK-019109,2,68.6,Track Occupied
TRN-10662,BLK-017078,3,52.4,Track Occupied
TRN-10663,BLK-019401,3,85.7,Track Occupied
TRN-10664,BLK-030859,3,93.9,Track Occupied
TRN-10665,BLK-020921,3,41.0,Track Occupied
TRN-10666,BLK-033440,2,80.0,Track Occupied
TRN-10666,BLK-033441,2,80.0,Track Occupied
TRN-10667,BLK-007534,3,65.6,Track Occupied
TRN-10668,BLK-020199,1,31.5,Track Occupied
TRN-10669,BLK-030220,3,95.6,Track Occupied
TRN-10670,BLK-025638,3,56.2,Track Occupied
TRN-10671,BLK-009899,2,85.7,Track Occupied
TRN-10672,BLK-008085,3,73.2,Track Occupied
TRN-10673,BLK-027058,1,35.4,Track Occupied
TRN-10674,BLK-006401,1,15.9,Track Occupied
TRN-10675,BLK-032239,1,40.3,Track Occupied
TRN-10676,BLK-028610,2,71.9,Track Occupied
TRN-10676,BLK-028611,2,71.9,Track Occupied
TRN-10677,BLK-011955,3,80.5,Track Occupied
TRN-10678,BLK-009313,3,71.9,Track Occupied
TRN-10679,BLK-027752,2,86.0,Track Occupied
TRN-10680,BLK-027138,3,68.3,Track Occupied
TRN-10681,BLK-026770,2,93.5,Track Occupied
TRN-10682,BLK-015734,2,72.0,Track Occupied
TRN-10683,BLK-001547,3,58.3,Track Occupied
TRN-10684,BLK-011616,2,64.4,Track Occupied
TRN-10685,BLK-024083,1,52.2,Track Occupied
TRN-10686,BLK-000348,3,88.9,Track Occupied
TRN-10687,BLK-005984,2,55.9,Track Occupied
TRN-10688,BLK-024807,2,62.5,Track Occupied
TRN-10689,BLK-013920,1,37.2,Track Occupied
TRN-10690,BLK-000980,2,89.7,Track Occupied
TRN-10691,BLK-032300,2,43.7,Track Occupied
TRN-10692,BLK-030303,2,88.2,Track Occupied
TRN-10693,BLK-017400,2,59.8,Track Occupied
TRN-10694,BLK-015701,3,80.3,Track Occupied
TRN-10695,BLK-016382,3,48.5,Track Occupied
TRN-10696,BLK-027374,3,86.6,Track Occupied
TRN-10697,BLK-026379,2,72.3,Track Occupied
TRN-10698,BLK-014201,1,35.8,Track Occupied
TRN-10699,BLK-023692,3,60.6,Track Occupied
TRN-10700,BLK-002846,3,82.0,Track Occupied
TRN-10701,BLK-002539,1,30.5,Track Occupied
TRN-10702,BLK-027468,3,67.0,Track Occupied
TRN-10703,BLK-025341,3,46.7,Track Occupied
TRN-10704,BLK-009303,3,50.1,Track Occupied
TRN-10705,BLK-004292,2,57.3,Track Occupied
TRN-10706,BLK-026376,2,80.9,Track Occupied
TRN-10707,BLK-025114,3,79.5,Track Occupied
TRN-10708,BLK-010044,2,77.6,Track Occupied
TRN-10709,BLK-023112,3,81.7,Track Occupied
TRN-10710,BLK-021540,1,52.3,Track Occupied
TRN-10711,BLK-010830,3,82.1,Track Occupied
TRN-10712,BLK-018408,2,77.9,Track Occupied
TRN-10713,BLK-028666,3,91.4,Track Occupied
TRN-10714,BLK-002088,3,54.2,Track Occupied
TRN-10715,BLK-024296,1,54.6,Track Occupied
TRN-10716,BLK-010758,3,59.6,Track Occupied
TRN-10717,BLK-025137,2,87.9,Track Occupied
TRN-10718,BLK-031899,2,84.6,Track Occupied
TRN-10719,BLK-013256,3,91.3,Track Occupied
TRN-10720,BLK-004073,2,40.2,Track Occupied
TRN-10721,BLK-014764,2,84.9,Track Occupied
TRN-10722,BLK-032149,2,55.7,Track Occupied
TRN-10723,BLK-011258,2,73.3,Track Occupied
TRN-10724,BLK-008690,3,77.4,Track Occupied
TRN-10725,BLK-026627,3,53.7,Track Occupied
TRN-10726,BLK-025535,1,51.3,Track Occupied
TRN-10727,BLK-032624,3,38.6,Track Occupied
TRN-10728,BLK-004602,3,87.3,Track Occupied
TRN-10729,BLK-029458,2,63.4,Track Occupied
TRN-10730,BLK-011065,3,90.7,Track Occupied
TRN-10731,BLK-033385,1,40.0,Track Occupied
TRN-10732,BLK-012352,2,57.8,Track Occupied
TRN-10733,BLK-017083,2,87.6,Track Occupied
TRN-10734,BLK-019457,2,64.8,Track Occupied
TRN-10735,BLK-023101,2,55.7,Track Occupied
TRN-10736,BLK-017270,3,85.9,Track Occupied
TRN-10736,BLK-017271,3,85.9,Track Occupied
TRN-10737,BLK-006930,3,73.1,Track Occupied
TRN-10738,BLK-032146,2,90.7,Track Occupied
TRN-10739,BLK-023477,2,61.4,Track Occupied
TRN-10740,BLK-023210,1,23.3,Track Occupied
TRN-10741,BLK-010390,1,42.9,Track Occupied
TRN-10742,BLK-014437,2,91.9,Track Occupied
TRN-10743,BLK-026136,2,77.8,Track Occupied
TRN-10744,BLK-005999,2,68.5,Track Occupied
TRN-10745,BLK-032407,1,50.6,Track Occupied
TRN-10746,BLK-012688,3,84.8,Track Occupied
TRN-10747,BLK-011232,2,46.4,Track Occupied
TRN-10748,BLK-025753,1,5.0,Track Occupied
TRN-10749,BLK-011146,2,51.4,Track Occupied
TRN-10750,BLK-011536,3,75.5,Track Occupied
TRN-10751,BLK-012474,3,79.7,Track Occupied
TRN-10752,BLK-004478,3,41.4,Track Occupied
TRN-10753,BLK-019371,2,71.2,Track Occupied
TRN-10754,BLK-000252,3,48.2,Track Occupied
TRN-10755,BLK-015641,2,53.7,Track Occupied
TRN-10756,BLK-010056,3,90.6,Track Occupied
TRN-10757,BLK-019610,3,62.4,Track Occupied
TRN-10758,BLK-023210,2,56.0,Track Occupied
TRN-10759,BLK-000326,2,73.9,Track Occupied
TRN-10760,BLK-001681,2,79.0,Track Occupied
TRN-10761,BLK-022515,1,53.8,Track Occupied
TRN-10762,BLK-031763,3,58.1,Track Occupied
TRN-10763,BLK-017323,3,60.9,Track Occupied
TRN-10764,BLK-018516,2,94.0,Track Occupied
TRN-10765,BLK-004312,3,55.8,Track Occupied
TRN-10765,BLK-004313,3,55.8,Track Occupied
TRN-10766,BLK-009704,2,83.2,Track Occupied
TRN-10767,BLK-007782,3,80.8,Track Occupied
TRN-10768,BLK-023486,2,71.8,Track Occupied
TRN-10769,BLK-025877,3,90.5,Track Occupied
TRN-10770,BLK-032671,3,67.9,Track Occupied
TRN-10771,BLK-015301,1,16.2,Track Occupied
TRN-10772,BLK-019943,3,56.4,Track Occupied
TRN-10773,BLK-005251,3,56.3,Track Occupied
TRN-10774,BLK-024100,3,73.8,Track Occupied
TRN-10775,BLK-015475,2,67.2,Track Occupied
TRN-10776,BLK-002308,3,67.9,Track Occupied
TRN-10777,BLK-006322,2,87.6,Track Occupied
TRN-10778,BLK-012198,2,95.9,Track Occupied
TRN-10779,BLK-002327,2,99.0,Track Occupied
TRN-10780,BLK-017859,2,76.3,Track Occupied
TRN-10781,BLK-018921,3,70.8,Track Occupied
TRN-10782,BLK-004318,1,36.6,Track Occupied
TRN-10782,BLK-004319,1,36.6,Track Occupied
TRN-10783,BLK-012615,3,45.3,Track Occupied
TRN-10784,BLK-023492,1,20.0,Track Occupied
TRN-10785,BLK-006660,2,58.4,Track Occupied
TRN-10786,BLK-000619,2,78.8,Track Occupied
TRN-10787,BLK-008890,2,56.2,Track Occupied
TRN-10788,BLK-015231,2,86.0,Track Occupied
TRN-10789,BLK-002057,1,43.3,Track Occupied
TRN-10789,BLK-002058,1,43.3,Track Occupied
TRN-10790,BLK-031568,3,80.3,Track Occupied
TRN-10791,BLK-011861,3,50.1,Track Occupied
TRN-10792,BLK-006292,1,21.0,Track Occupied
TRN-10793,BLK-015133,2,73.0,Track Occupied
TRN-10794,BLK-025561,2,72.4,Track Occupied
TRN-10795,BLK-012742,2,88.5,Track Occupied
TRN-10796,BLK-006637,2,67.0,Track Occupied
TRN-10797,BLK-001290,1,61.9,Track Occupied
TRN-10798,BLK-020351,3,88.7,Track Occupied
TRN-10799,BLK-012994,2,60.5,Track Occupied
TRN-10800,BLK-030082,1,29.7,Track Occupied
TRN-10800,BLK-030083,1,29.7,Track Occupied
TRN-10801,BLK-027664,2,58.5,Track Occupied
TRN-10802,BLK-026797,2,66.6,Track Occupied
TRN-10803,BLK-003748,2,74.5,Track Occupied
TRN-10804,BLK-031916,2,51.5,Track Occupied
TRN-10805,BLK-032310,3,75.7,Track Occupied
TRN-10806,BLK-007141,3,87.2,Track Occupied
TRN-10807,BLK-004882,2,70.7,Track Occupied
TRN-10808,BLK-015337,2,66.1,Track Occupied
TRN-10809,BLK-030377,3,47.9,Track Occupied
TRN-10810,BLK-027551,3,53.6,Track Occupied
TRN-10811,BLK-026929,2,64.4,Track Occupied
TRN-10812,BLK-020141,3,75.8,Track Occupied
TRN-10813,BLK-006961,3,32.1,Track Occupied
TRN-10814,BLK-006154,2,58.2,Track Occupied
TRN-10815,BLK-003185,1,21.4,Track Occupied
TRN-10816,BLK-002839,1,68.1,Track Occupied
TRN-10817,BLK-015435,2,70.9,Track Occupied
TRN-10818,BLK-032950,3,71.7,Track Occupied
TRN-10819,BLK-015306,2,81.2,Track Occupied
TRN-10819,BLK-015307,2,81.2,Track Occupied
TRN-10820,BLK-018254,2,88.3,Track Occupied
TRN-10821,BLK-028780,2,97.7,Track Occupied
TRN-10822,BLK-000605,2,68.1,Track Occupied
TRN-10823,BLK-002847,2,82.1,Track Occupied
TRN-10824,BLK-004779,2,65.7,Track Occupied
TRN-10825,BLK-027831,2,71.7,Track Occupied
TRN-10826,BLK-019957,3,72.0,Track Occupied
TRN-10827,BLK-031637,2,75.6,Track Occupied
TRN-10828,BLK-024011,2,75.5,Track Occupied
TRN-10829,BLK-002885,3,64.9,Track Occupied
TRN-10830,BLK-022002,3,47.8,Track Occupied
TRN-10831,BLK-012398,1,40.4,Track Occupied
TRN-10832,BLK-021025,3,61.6,Track Occupied
TRN-10833,BLK-010613,3,57.8,Track Occupied
TRN-10834,BLK-021415,2,58.5,Track Occupied
TRN-10835,BLK-010779,3,60.4,Track Occupied
TRN-10836,BLK-009966,3,58.1,Track Occupied
TRN-10837,BLK-021349,1,44.2,Track Occupied
TRN-10838,BLK-004400,1,44.3,Track Occupied
TRN-10839,BLK-004636,1,39.6,Track Occupied
TRN-10840,BLK-010511,2,76.9,Track Occupied
TRN-10841,BLK-028095,2,73.5,Track Occupied
TRN-10842,BLK-024247,2,85.8,Track Occupied
TRN-10843,BLK-023142,2,64.9,Track Occupied
TRN-10844,BLK-013189,2,99.0,Track Occupied
TRN-10845,BLK-023691,3,99.0,Track Occupied
TRN-10846,BLK-004627,2,56.4,Track Occupied
TRN-10846,BLK-004628,2,56.4,Track Occupied
TRN-10847,BLK-024520,1,16.3,Track Occupied
TRN-10848,BLK-013439,3,66.7,Track Occupied
TRN-10849,BLK-004861,3,99.0,Track Occupied
TRN-10850,BLK-027037,3,74.9,Track Occupied
TRN-10851,BLK-000921,3,76.7,Track Occupied
TRN-10852,BLK-029699,1,24.4,Track Occupied
TRN-10853,BLK-027220,2,99.0,Track Occupied
TRN-10853,BLK-027221,2,99.0,Track Occupied
TRN-10854,BLK-013964,2,76.1,Track Occupied
TRN-10855,BLK-027571,3,99.0,Track Occupied
TRN-10856,BLK-025063,3,60.8,Track Occupied
TRN-10857,BLK-030289,3,61.5,Track Occupied
TRN-10858,BLK-026373,3,55.6,Track Occupied
TRN-10859,BLK-018343,1,38.4,Track Occupied
TRN-10860,BLK-026123,3,58.0,Track Occupied
TRN-10861,BLK-020157,3,98.3,Track Occupied
TRN-10862,BLK-012050,3,83.7,Track Occupied
TRN-10863,BLK-006750,3,74.9,Track Occupied
TRN-10864,BLK-030507,3,68.5,Track Occupied
TRN-10865,BLK-000591,2,80.5,Track Occupied
TRN-10866,BLK-003617,2,72.0,Track Occupied
TRN-10867,BLK-025186,3,83.0,Track Occupied
TRN-10868,BLK-021261,2,29.7,Track Occupied
TRN-10869,BLK-023528,2,86.3,Track Occupied
TRN-10870,BLK-005523,3,98.4,Track Occupied
TRN-10871,BLK-026915,1,28.1,Track Occupied
TRN-10872,BLK-010988,2,46.3,Track Occupied
TRN-10873,BLK-011638,3,54.2,Track Occupied
TRN-10874,BLK-017205,3,66.7,Track Occupied
TRN-10875,BLK-005466,3,72.9,Track Occupied
TRN-10876,BLK-007485,3,72.3,Track Occupied
TRN-10877,BLK-007034,2,74.3,Track Occupied
TRN-10878,BLK-028185,2,70.5,Track Occupied
TRN-10879,BLK-000031,2,48.4,Track Occupied
TRN-10880,BLK-005783,2,57.8,Track Occupied
TRN-10881,BLK-000794,2,91.9,Track Occupied
TRN-10882,BLK-016097,1,5.0,Track Occupied
TRN-10883,BLK-027060,2,53.1,Track Occupied
TRN-10884,BLK-003498,3,78.1,Track Occupied
TRN-10885,BLK-024566,3,71.9,Track Occupied
TRN-10886,BLK-006899,3,66.7,Track Occupied
TRN-10887,BLK-027916,2,49.2,Track Occupied
TRN-10888,BLK-027573,3,70.5,Track Occupied
TRN-10889,BLK-004621,2,52.9,Track Occupied
TRN-10890,BLK-018488,1,36.0,Track Occupied
TRN-10891,BLK-006060,3,75.3,Track Occupied
TRN-10892,BLK-004946,3,48.6,Track Occupied
TRN-10893,BLK-028290,1,28.2,Track Occupied
TRN-10893,BLK-028291,1,28.2,Track Occupied
TRN-10894,BLK-021429,2,36.7,Track Occupied
TRN-10895,BLK-012416,3,82.1,Track Occupied
TRN-10896,BLK-025604,2,80.2,Track Occupied
TRN-10897,BLK-004808,3,79.7,Track Occupied
TRN-10898,BLK-008308,1,33.0,Track Occupied
TRN-10899,BLK-001294,2,76.6,Track Occupied
TRN-10900,BLK-002053,2,62.6,Track Occupied
TRN-10901,BLK-029953,2,80.4,Track Occupied
TRN-10902,BLK-004465,1,31.2,Track Occupied
TRN-10903,BLK-005215,1,36.9,Track Occupied
TRN-10904,BLK-006500,2,74.3,Track Occupied
TRN-10905,BLK-022620,3,62.6,Track Occupied
TRN-10906,BLK-030249,2,60.2,Track Occupied
TRN-10907,BLK-003242,2,61.0,Track Occupied
TRN-10908,BLK-031234,2,68.3,Track Occupied
TRN-10909,BLK-030678,2,71.8,Track Occupied
TRN-10910,BLK-011316,1,24.1,Track Occupied
TRN-10911,BLK-005306,1,14.5,Track Occupied
TRN-10912,BLK-023198,3,64.6,Track Occupied
TRN-10913,BLK-012810,3,60.3,Track Occupied
TRN-10914,BLK-006251,2,90.7,Track Occupied
TRN-10915,BLK-011405,2,57.9,Track Occupied
TRN-10916,BLK-031834,2,96.2,Track Occupied
TRN-10917,BLK-015009,3,80.3,Track Occupied
TRN-10918,BLK-027793,2,99.0,Track Occupied
TRN-10919,BLK-016822,1,48.3,Track Occupied
TRN-10920,BLK-022185,2,65.3,Track Occupied
TRN-10921,BLK-016998,3,70.2,Track Occupied
TRN-10922,BLK-015465,2,81.2,Track Occupied
TRN-10923,BLK-030507,3,83.2,Track Occupied
TRN-10924,BLK-032910,2,52.6,Track Occupied
TRN-10925,BLK-016746,2,73.5,Track Occupied
TRN-10926,BLK-007804,3,52.6,Track Occupied
TRN-10927,BLK-014610,1,46.3,Track Occupied
TRN-10928,BLK-009192,3,55.9,Track Occupied
TRN-10929,BLK-006743,1,47.6,Track Occupied
TRN-10930,BLK-001287,1,37.3,Track Occupied
TRN-10930,BLK-001288,1,37.3,Track Occupied
TRN-10931,BLK-023984,1,12.0,Track Occupied
TRN-10932,BLK-022689,3,59.6,Track Occupied
TRN-10933,BLK-016523,3,48.3,Track Occupied
TRN-10934,BLK-015202,1,34.1,Track Occupied
TRN-10935,BLK-001850,3,77.9,Track Occupied
TRN-10936,BLK-010202,2,98.6,Track Occupied
TRN-10937,BLK-011898,2,66.8,Track Occupied
TRN-10938,BLK-030571,2,95.7,Track Occupied
TRN-10939,BLK-021299,3,92.6,Track Occupied
TRN-10940,BLK-024482,2,89.9,Track Occupied
TRN-10941,BLK-031039,1,44.3,Track Occupied
TRN-10942,BLK-000562,3,79.5,Track Occupied
TRN-10943,BLK-007560,1,14.6,Track Occupied
TRN-10944,BLK-005411,2,89.2,Track Occupied
TRN-10945,BLK-029337,3,52.9,Track Occupied
TRN-10946,BLK-029425,3,48.6,Track Occupied
TRN-10947,BLK-013390,3,60.7,Track Occupied
TRN-10948,BLK-028619,1,13.5,Track Occupied
TRN-10949,BLK-016405,2,72.0,Track Occupied
TRN-10950,BLK-011969,3,82.0,Track Occupied
TRN-10951,BLK-032651,2,93.8,Track Occupied
TRN-10952,BLK-005935,2,89.6,Track Occupied
TRN-10953,BLK-013129,2,53.3,Track Occupied
TRN-10954,BLK-016522,2,65.2,Track Occupied
TRN-10955,BLK-029312,2,70.1,Track Occupied
TRN-10956,BLK-012122,3,73.7,Track Occupied
TRN-10957,BLK-022587,3,65.0,Track Occupied
TRN-10958,BLK-024184,2,88.5,Track Occupied
TRN-10959,BLK-016742,2,76.3,Track Occupied
TRN-10960,BLK-031567,1,39.7,Track Occupied
TRN-10961,BLK-002021,3,99.0,Track Occupied
TRN-10962,BLK-009677,3,71.3,Track Occupied
TRN-10963,BLK-025181,3,78.3,Track Occupied
TRN-10964,BLK-004911,3,73.1,Track Occupied
TRN-10965,BLK-033314,2,67.0,Track Occupied
TRN-10966,BLK-023646,2,64.8,Track Occupied
TRN-10967,BLK-001704,1,11.6,Track Occupied
TRN-10968,BLK-023590,2,73.6,Track Occupied
TRN-10969,BLK-003212,3,45.9,Track Occupied
TRN-10970,BLK-018857,2,99.0,Track Occupied
TRN-10971,BLK-023726,2,99.0,Track Occupied
TRN-10972,BLK-026819,3,70.8,Track Occupied
TRN-10973,BLK-008081,3,87.6,Track Occupied
TRN-10974,BLK-013525,1,57.2,Track Occupied
TRN-10975,BLK-033049,2,78.9,Track Occupied
TRN-10976,BLK-005582,3,50.5,Track Occupied
TRN-10977,BLK-012659,3,89.2,Track Occupied
TRN-10978,BLK-023232,3,81.9,Track Occupied
TRN-10979,BLK-009872,3,94.7,Track Occupied
TRN-10980,BLK-000246,3,99.0,Track Occupied
TRN-10981,BLK-020178,3,88.5,Track Occupied
TRN-10982,BLK-003459,2,88.9,Track Occupied
TRN-10983,BLK-033451,2,90.0,Track Occupied
TRN-10984,BLK-006464,3,82.7,Track Occupied
TRN-10984,BLK-006465,3,82.7,Track Occupied
TRN-10985,BLK-021241,3,94.3,Track Occupied
TRN-10986,BLK-018263,2,70.5,Track Occupied
TRN-10987,BLK-015620,2,36.4,Track Occupied
TRN-10988,BLK-009193,1,56.1,Track Occupied
TRN-10988,BLK-009194,1,56.1,Track Occupied
TRN-10989,BLK-022204,1,32.7,Track Occupied
TRN-10990,BLK-009615,2,36.4,Track Occupied
TRN-10991,BLK-010206,3,35.9,Track Occupied
TRN-10992,BLK-003321,3,79.3,Track Occupied
TRN-10993,BLK-020086,2,56.8,Track Occupied
TRN-10994,BLK-021277,1,36.7,Track Occupied
TRN-10995,BLK-016375,3,86.4,Track Occupied
TRN-10996,BLK-002458,2,54.6,Track Occupied
TRN-10997,BLK-015613,3,59.7,Track Occupied
TRN-10998,BLK-020875,3,86.1,Track Occupied
TRN-10999,BLK-017278,1,35.6,Track Occupied
TRN-11000,BLK-028335,1,44.5,Track Occupied
TRN-11001,BLK-017340,2,76.8,Track Occupied
TRN-11002,BLK-007913,3,37.9,Track Occupied
TRN-11003,BLK-029722,3,60.8,Track Occupied
TRN-11004,BLK-033392,3,99.0,Track Occupied
TRN-11005,BLK-011986,2,81.9,Track Occupied
TRN-11006,BLK-009499,3,78.5,Track Occupied
TRN-11007,BLK-021735,2,57.7,Track Occupied
TRN-11008,BLK-000854,2,66.3,Track Occupied
TRN-11009,BLK-021408,3,77.5,Track Occupied
TRN-11010,BLK-021783,3,67.8,Track Occupied
TRN-11011,BLK-010581,2,66.0,Track Occupied
TRN-11012,BLK-012037,3,99.0,Track Occupied
TRN-11013,BLK-023444,3,86.1,Track Occupied
TRN-11014,BLK-029124,3,84.2,Track Occupied
TRN-11015,BLK-027422,2,64.1,Track Occupied
TRN-11016,BLK-000937,2,70.0,Track Occupied
TRN-11017,BLK-017169,3,70.2,Track Occupied
TRN-11018,BLK-000077,2,76.9,Track Occupied
TRN-11019,BLK-001509,1,37.5,Track Occupied
TRN-11020,BLK-031054,2,73.8,Track Occupied
TRN-11021,BLK-011638,1,5.0,Track Occupied
TRN-11022,BLK-000678,2,60.4,Track Occupied
TRN-11022,BLK-000679,2,60.4,Track Occupied
TRN-11023,BLK-010829,3,63.3,Track Occupied
TRN-11024,BLK-027394,3,87.9,Track Occupied
TRN-11025,BLK-002111,3,97.3,Track Occupied
TRN-11026,BLK-023825,2,60.2,Track Occupied
TRN-11027,BLK-005677,2,50.9,Track Occupied
TRN-11028,BLK-029356,2,99.0,Track Occupied
TRN-11029,BLK-010198,2,62.7,Track Occupied
TRN-11029,BLK-010199,2,62.7,Track Occupied
TRN-11030,BLK-031412,1,38.5,Track Occupied
TRN-11031,BLK-024626,2,78.2,Track Occupied
TRN-11032,BLK-007433,3,58.6,Track Occupied
TRN-11033,BLK-019122,3,99.0,Track Occupied
TRN-11034,BLK-006469,2,68.1,Track Occupied
TRN-11035,BLK-023946,2,54.1,Track Occupied
TRN-11036,BLK-023866,3,62.4,Track Occupied
TRN-11037,BLK-010769,2,92.5,Track Occupied
TRN-11038,BLK-015150,3,79.9,Track Occupied
TRN-11039,BLK-032135,3,65.9,Track Occupied
TRN-11040,BLK-015600,2,66.8,Track Occupied
TRN-11041,BLK-031618,2,55.0,Track Occupied
TRN-11042,BLK-014324,2,64.8,Track Occupied
TRN-11043,BLK-005245,2,54.3,Track Occupied
TRN-11044,BLK-031739,2,76.4,Track Occupied
TRN-11045,BLK-003457,2,62.4,Track Occupied
TRN-11046,BLK-001372,3,85.5,Track Occupied
TRN-11047,BLK-015220,1,28.5,Track Occupied
TRN-11048,BLK-024517,3,59.2,Track Occupied
TRN-11049,BLK-020078,3,47.2,Track Occupied
TRN-11050,BLK-003248,3,77.9,Track Occupied
TRN-11051,BLK-028203,2,75.3,Track Occupied
TRN-11052,BLK-031135,2,80.7,Track Occupied
TRN-11053,BLK-015450,1,35.8,Track Occupied
TRN-11054,BLK-024264,2,85.6,Track Occupied
TRN-11055,BLK-007216,2,55.7,Track Occupied
TRN-11056,BLK-010220,1,36.2,Track Occupied
TRN-11057,BLK-021502,2,53.2,Track Occupied
TRN-11058,BLK-029053,1,37.9,Track Occupied
TRN-11059,BLK-017827,1,41.6,Track Occupied
TRN-11060,BLK-010223,3,63.6,Track Occupied
TRN-11061,BLK-010305,2,62.3,Track Occupied
TRN-11062,BLK-018108,3,86.4,Track Occupied
TRN-11063,BLK-020990,2,99.0,Track Occupied
TRN-11064,BLK-023405,3,72.1,Track Occupied
TRN-11065,BLK-006369,2,72.4,Track Occupied
TRN-11066,BLK-032385,2,63.4,Track Occupied
TRN-11067,BLK-026234,2,63.2,Track Occupied
TRN-11067,BLK-026235,2,63.2,Track Occupied
TRN-11068,BLK-012229,2,65.8,Track Occupied
TRN-11069,BLK-014466,2,83.7,Track Occupied
TRN-11070,BLK-010398,2,82.6,Track Occupied
TRN-11071,BLK-001657,2,51.5,Track Occupied
TRN-11072,BLK-011427,2,82.6,Track Occupied
TRN-11073,BLK-027886,2,77.1,Track Occupied
TRN-11074,BLK-003444,1,44.6,Track Occupied
TRN-11075,BLK-015558,2,63.0,Track Occupied
TRN-11076,BLK-029240,2,78.7,Track Occupied
