train_id,block_id,conflict_type,priority_class,passenger_load_percent
TRN-08443,BLK-031523,Track Occupied,2,99.0
TRN-08444,BLK-013136,Track Occupied,2,80.4
TRN-08445,BLK-001266,Track Occupied,2,54.5
TRN-08446,BLK-006764,Track Occupied,3,58.2
TRN-08447,BLK-008971,Track Occupied,1,34.6
TRN-08448,BLK-025752,Track Occupied,3,66.8
TRN-08449,BLK-004024,Track Occupied,3,99.0
TRN-08450,BLK-004996,Track Occupied,3,52.6
TRN-08451,BLK-007283,Track Occupied,1,33.4
TRN-08452,BLK-019792,Track Occupied,1,23.9
TRN-08453,BLK-004048,Track Occupied,2,64.5
TRN-08454,BLK-012370,Track Occupied,1,39.1
TRN-08455,BLK-017518,Track Occupied,3,79.4
TRN-08455,BLK-017519,Track Occupied,3,79.4
TRN-08456,BLK-011073,Track Occupied,2,95.9
TRN-08457,BLK-012864,Track Occupied,3,98.6
TRN-08458,BLK-018984,Track Occupied,3,83.1
TRN-08459,BLK-027552,Track Occupied,1,19.9
TRN-08460,BLK-024549,Track Occupied,1,46.9
TRN-08461,BLK-006003,Track Occupied,1,32.1
TRN-08462,BLK-002113,Track Occupied,1,40.9
TRN-08463,BLK-032276,Track Occupied,2,96.5
TRN-08464,BLK-019370,Track Occupied,2,85.5
TRN-08465,BLK-024753,Track Occupied,2,60.6
TRN-08466,BLK-000571,Track Occupied,3,83.2
TRN-08467,BLK-023761,Track Occupied,2,78.0
TRN-08468,BLK-000717,Track Occupied,2,74.4
TRN-08469,BLK-023589,Track Occupied,2,45.8
TRN-08470,BLK-004419,Track Occupied,3,85.3
TRN-08471,BLK-005767,Track Occupied,2,60.5
TRN-08472,BLK-007441,Track Occupied,3,82.1
TRN-08473,BLK-012090,Track Occupied,3,85.5
TRN-08474,BLK-027092,Track Occupied,3,55.6
TRN-08475,BLK-008858,Track Occupied,2,71.9
TRN-08476,BLK-016778,Track Occupied,2,66.9
TRN-08477,BLK-017233,Track Occupied,2,60.7
TRN-08478,BLK-008122,Track Occupied,2,66.9
TRN-08479,BLK-030091,Track Occupied,3,61.9
TRN-08480,BLK-001229,Track Occupied,2,82.1
TRN-08481,BLK-026990,Track Occupied,3,65.7
TRN-08482,BLK-007299,Track Occupied,2,82.6
TRN-08483,BLK-033377,Track Occupied,2,47.1
TRN-08484,BLK-017762,Track Occupied,3,76.0
TRN-08485,BLK-017925,Track Occupied,2,57.4
TRN-08486,BLK-020654,Track Occupied,2,72.1
TRN-08487,BLK-002712,Track Occupied,2,67.9
TRN-08488,BLK-001178,Track Occupied,3,67.5
TRN-08489,BLK-006973,Track Occupied,3,81.1
TRN-08490,BLK-033535,Track Occupied,2,78.5
TRN-08491,BLK-003800,Track Occupied,2,72.6
TRN-08492,BLK-005739,Track Occupied,3,59.5
TRN-08493,BLK-025143,Track Occupied,3,61.7
TRN-08493,BLK-025144,Track Occupied,3,61.7
TRN-08494,BLK-030356,Track Occupied,3,83.3
TRN-08495,BLK-011626,Track Occupied,3,40.8
TRN-08496,BLK-010066,Track Occupied,2,98.3
TRN-08497,BLK-016662,Track Occupied,3,93.5
TRN-08498,BLK-032074,Track Occupied,2,55.4
TRN-08499,BLK-006601,Track Occupied,3,75.4
TRN-08500,BLK-027067,Track Occupied,2,80.2
TRN-08501,BLK-029830,Track Occupied,3,88.2
TRN-08502,BLK-009616,Track Occupied,3,77.9
TRN-08502,BLK-009617,Track Occupied,3,77.9
TRN-08503,BLK-017563,Track Occupied,2,57.4
TRN-08504,BLK-006496,Track Occupied,2,99.0
TRN-08505,BLK-008793,Track Occupied,3,49.8
TRN-08506,BLK-026347,Track Occupied,2,57.9
TRN-08507,BLK-023462,Track Occupied,1,16.6
TRN-08508,BLK-030311,Track Occupied,2,60.8
TRN-08509,BLK-015821,Track Occupied,3,56.3
TRN-08510,BLK-025007,Track Occupied,2,67.2
TRN-08510,BLK-025008,Track Occupied,2,67.2
TRN-08511,BLK-031528,Track Occupied,3,78.7
TRN-08512,BLK-008001,Track Occupied,3,60.6
TRN-08513,BLK-014751,Track Occupied,3,89.3
TRN-08514,BLK-031478,Track Occupied,2,70.1
TRN-08515,BLK-006878,Track Occupied,3,69.7
TRN-08516,BLK-024166,Track Occupied,1,16.1
TRN-08517,BLK-001628,Track Occupied,3,56.8
TRN-08518,BLK-032837,Track Occupied,2,81.2
TRN-08519,BLK-006646,Track Occupied,3,71.6
TRN-08520,BLK-002398,Track Occupied,1,24.3
TRN-08521,BLK-000506,Track Occupied,3,99.0
TRN-08522,BLK-020080,Track Occupied,3,32.7
TRN-08523,BLK-012660,Track Occupied,1,43.3
TRN-08524,BLK-000099,Track Occupied,3,56.5
TRN-08525,BLK-030980,Track Occupied,2,51.2
TRN-08526,BLK-025158,Track Occupied,3,97.9
TRN-08527,BLK-024492,Track Occupied,3,80.4
TRN-08528,BLK-013051,Track Occupied,3,62.5
TRN-08529,BLK-007980,Track Occupied,2,77.1
TRN-08530,BLK-029589,Track Occupied,2,66.4
TRN-08531,BLK-014413,Track Occupied,2,90.2
TRN-08532,BLK-015469,Track Occupied,2,70.1
TRN-08533,BLK-012160,Track Occupied,2,45.8
TRN-08534,BLK-014530,Track Occupied,3,55.8
TRN-08535,BLK-018676,Track Occupied,2,83.2
TRN-08536,BLK-004030,Track Occupied,2,99.0
TRN-08537,BLK-011530,Track Occupied,3,67.2
TRN-08538,BLK-031555,Track Occupied,1,21.7
TRN-08539,BLK-002134,Track Occupied,2,50.7
TRN-08540,BLK-030713,Track Occupied,3,74.3
TRN-08541,BLK-033038,Track Occupied,1,34.7
TRN-08542,BLK-005807,Track Occupied,3,73.6
TRN-08543,BLK-017452,Track Occupied,3,68.3
TRN-08544,BLK-002659,Track Occupied,1,52.9
TRN-08545,BLK-008316,Track Occupied,3,99.0
TRN-08546,BLK-008255,Track Occupied,2,51.4
TRN-08547,BLK-002677,Track Occupied,1,9.7
TRN-08548,BLK-002172,Track Occupied,3,80.8
TRN-08549,BLK-009678,Track Occupied,1,26.9
TRN-08550,BLK-005273,Track Occupied,3,57.4
TRN-08551,BLK-004265,Track Occupied,2,62.2
TRN-08552,BLK-011688,Track Occupied,2,70.8
TRN-08553,BLK-019886,Track Occupied,2,53.1
TRN-08554,BLK-006683,Track Occupied,3,54.6
TRN-08555,BLK-001076,Track Occupied,2,70.5
TRN-08556,BLK-013978,Track Occupied,1,26.3
TRN-08557,BLK-027478,Track Occupied,2,98.6
TRN-08558,BLK-020334,Track Occupied,3,67.4
TRN-08559,BLK-032929,Track Occupied,3,65.6
TRN-08560,BLK-007940,Track Occupied,1,34.2
TRN-08561,BLK-003565,Track Occupied,3,68.6
TRN-08562,BLK-006087,Track Occupied,2,67.1
TRN-08563,BLK-013911,Track Occupied,1,38.7
TRN-08564,BLK-030364,Track Occupied,1,17.0
TRN-08565,BLK-008784,Track Occupied,2,95.1
TRN-08566,BLK-004356,Track Occupied,3,78.8
TRN-08567,BLK-009558,Track Occupied,2,56.8
TRN-08568,BLK-012058,Track Occupied,3,40.6
TRN-08569,BLK-026227,Track Occupied,2,68.1
TRN-08570,BLK-013366,Track Occupied,2,41.6
TRN-08571,BLK-033444,Track Occupied,3,93.1
TRN-08572,BLK-019027,Track Occupied,1,19.0
TRN-08573,BLK-009091,Track Occupied,3,81.9
TRN-08574,BLK-008459,Track Occupied,3,91.9
TRN-08575,BLK-019092,Track Occupied,2,83.2
TRN-08576,BLK-015507,Track Occupied,3,65.5
TRN-08577,BLK-012319,Track Occupied,2,59.2
TRN-08577,BLK-012320,Track Occupied,2,59.2
TRN-08578,BLK-021906,Track Occupied,2,96.7
TRN-08579,BLK-026669,Track Occupied,1,45.3
TRN-08580,BLK-006906,Track Occupied,3,64.1
TRN-08581,BLK-023473,Track Occupied,3,75.9
TRN-08582,BLK-009851,Track Occupied,3,95.1
TRN-08583,BLK-009703,Track Occupied,3,63.0
TRN-08584,BLK-000286,Track Occupied,3,58.3
TRN-08585,BLK-006957,Track Occupied,2,91.0
TRN-08586,BLK-030057,Track Occupied,3,74.0
TRN-08587,BLK-013107,Track Occupied,2,80.1
TRN-08588,BLK-004017,Track Occupied,1,46.9
TRN-08589,BLK-024853,Track Occupied,3,66.1
TRN-08590,BLK-015337,Track Occupied,2,62.9
TRN-08591,BLK-009123,Track Occupied,1,41.5
TRN-08592,BLK-030287,Track Occupied,2,58.9
TRN-08593,BLK-028492,Track Occupied,3,44.0
TRN-08594,BLK-017269,Track Occupied,2,77.1
TRN-08595,BLK-007363,Track Occupied,2,64.8
TRN-08596,BLK-011464,Track Occupied,1,40.4
TRN-08597,BLK-004527,Track Occupied,3,72.6
TRN-08598,BLK-019053,Track Occupied,3,68.1
TRN-08599,BLK-020704,Track Occupied,1,39.2
TRN-08600,BLK-007116,Track Occupied,2,50.0
TRN-08601,BLK-004410,Track Occupied,2,43.3
TRN-08602,BLK-032149,Track Occupied,2,82.2
TRN-08603,BLK-005561,Track Occupied,1,44.4
TRN-08604,BLK-032544,Track Occupied,2,75.5
TRN-08605,BLK-018179,Track Occupied,3,80.9
TRN-08605,BLK-018180,Track Occupied,3,80.9
TRN-08606,BLK-006629,Track Occupied,3,80.9
TRN-08607,BLK-026980,Track Occupied,2,76.3
TRN-08608,BLK-011795,Track Occupied,2,57.0
TRN-08609,BLK-006742,Track Occupied,2,45.6
TRN-08610,BLK-007552,Track Occupied,2,73.1
TRN-08611,BLK-005685,Track Occupied,3,64.2
TRN-08612,BLK-003977,Track Occupied,2,52.0
TRN-08613,BLK-028841,Track Occupied,3,36.9
TRN-08614,BLK-013959,Track Occupied,3,38.0
TRN-08615,BLK-000385,Track Occupied,3,45.8
TRN-08616,BLK-026184,Track Occupied,1,25.9
TRN-08617,BLK-032502,Track Occupied,2,63.0
TRN-08618,BLK-009673,Track Occupied,2,77.9
TRN-08619,BLK-016327,Track Occupied,3,93.2
TRN-08620,BLK-025204,Track Occupied,2,58.8
TRN-08621,BLK-016556,Track Occupied,2,62.2
TRN-08622,BLK-003090,Track Occupied,1,49.6
TRN-08623,BLK-017729,Track Occupied,2,44.7
TRN-08624,BLK-012334,Track Occupied,1,11.6
TRN-08625,BLK-001430,Track Occupied,2,27.3
TRN-08626,BLK-022069,Track Occupied,2,81.2
TRN-08627,BLK-014599,Track Occupied,3,64.8
TRN-08628,BLK-014986,Track Occupied,2,46.9
TRN-08629,BLK-020416,Track Occupied,3,74.2
TRN-08630,BLK-025416,Track Occupied,2,49.5
TRN-08631,BLK-021164,Track Occupied,2,62.5
TRN-08632,BLK-019940,Track Occupied,1,63.4
TRN-08633,BLK-000852,Track Occupied,3,80.4
TRN-08634,BLK-025139,Track Occupied,1,21.8
TRN-08635,BLK-033574,Track Occupied,2,60.4
TRN-08636,BLK-030201,Track Occupied,3,75.7
TRN-08637,BLK-020026,Track Occupied,3,82.4
TRN-08638,BLK-015954,Track Occupied,3,60.2
TRN-08639,BLK-003696,Track Occupied,3,67.5
TRN-08640,BLK-004109,Track Occupied,3,69.7
TRN-08641,BLK-026768,Track Occupied,2,51.1
TRN-08642,BLK-023482,Track Occupied,3,55.9
TRN-08643,BLK-009465,Track Occupied,2,70.2
TRN-08644,BLK-010205,Track Occupied,2,88.0
TRN-08645,BLK-009206,Track Occupied,3,99.0
TRN-08646,BLK-018027,Track Occupied,1,64.5
TRN-08646,BLK-018028,Track Occupied,1,64.5
TRN-08647,BLK-000470,Track Occupied,1,61.1
TRN-08648,BLK-004363,Track Occupied,2,57.8
TRN-08649,BLK-007353,Track Occupied,3,71.9
TRN-08650,BLK-024858,Track Occupied,2,99.0
TRN-08651,BLK-026169,Track Occupied,2,77.5
TRN-08652,BLK-017173,Track Occupied,2,81.2
TRN-08653,BLK-011043,Track Occupied,2,45.1
TRN-08654,BLK-005380,Track Occupied,2,49.1
TRN-08655,BLK-017013,Track Occupied,2,61.6
TRN-08656,BLK-024053,Track Occupied,2,96.9
TRN-08657,BLK-020431,Track Occupied,3,75.8
TRN-08658,BLK-021225,Track Occupied,1,49.8
TRN-08659,BLK-025677,Track Occupied,2,65.7
TRN-08660,BLK-003998,Track Occupied,1,37.6
TRN-08661,BLK-026904,Track Occupied,2,93.2
TRN-08662,BLK-028308,Track Occupied,1,47.6
TRN-08663,BLK-018876,Track Occupied,2,48.9
TRN-08664,BLK-014621,Track Occupied,2,78.1
TRN-08665,BLK-021281,Track Occupied,2,59.9
TRN-08666,BLK-016721,Track Occupied,2,64.6
TRN-08667,BLK-032892,Track Occupied,1,43.7
TRN-08668,BLK-008754,Track Occupied,2,99.0
TRN-08669,BLK-004108,Track Occupied,3,50.9
TRN-08670,BLK-029617,Track Occupied,2,65.1
TRN-08670,BLK-029618,Track Occupied,2,65.1
TRN-08671,BLK-002069,Track Occupied,3,50.6
TRN-08672,BLK-001647,Track Occupied,3,57.0
TRN-08673,BLK-029663,Track Occupied,3,73.8
TRN-08674,BLK-009468,Track Occupied,2,48.3
TRN-08675,BLK-009750,Track Occupied,3,65.8
TRN-08676,BLK-014146,Track Occupied,1,44.5
TRN-08677,BLK-009883,Track Occupied,3,88.3
TRN-08678,BLK-002024,Track Occupied,2,55.7
TRN-08679,BLK-022698,Track Occupied,3,89.5
TRN-08680,BLK-011453,Track Occupied,3,99.0
TRN-08681,BLK-027409,Track Occupied,3,58.0
TRN-08682,BLK-016533,Track Occupied,2,80.1
TRN-08683,BLK-006140,Track Occupied,1,51.5
TRN-08684,BLK-033060,Track Occupied,2,58.4
TRN-08685,BLK-019980,Track Occupied,3,70.7
TRN-08686,BLK-031047,Track Occupied,1,46.8
TRN-08687,BLK-015799,Track Occupied,2,77.6
TRN-08688,BLK-032654,Track Occupied,3,54.1
TRN-08689,BLK-024180,Track Occupied,3,70.3
TRN-08690,BLK-033340,Track Occupied,3,35.0
TRN-08691,BLK-006502,Track Occupied,2,83.5
TRN-08692,BLK-010867,Track Occupied,1,25.7
TRN-08693,BLK-009826,Track Occupied,3,83.1
TRN-08694,BLK-033037,Track Occupied,2,75.0
TRN-08695,BLK-012288,Track Occupied,1,21.1
TRN-08696,BLK-028637,Track Occupied,3,91.1
TRN-08697,BLK-003097,Track Occupied,3,95.2
TRN-08698,BLK-032500,Track Occupied,2,50.3
TRN-08699,BLK-030919,Track Occupied,3,68.2
TRN-08700,BLK-016545,Track Occupied,3,65.6
TRN-08701,BLK-015923,Track Occupied,2,90.0
TRN-08702,BLK-031151,Track Occupied,1,39.9
TRN-08703,BLK-017700,Track Occupied,1,47.2
TRN-08704,BLK-011585,Track Occupied,3,51.9
TRN-08705,BLK-032480,Track Occupied,2,75.1
TRN-08706,BLK-000933,Track Occupied,3,81.2
TRN-08707,BLK-011250,Track Occupied,3,91.7
TRN-08708,BLK-004370,Track Occupied,2,87.1
TRN-08709,BLK-033561,Track Occupied,3,94.0
TRN-08710,BLK-030965,Track Occupied,3,75.0
TRN-08711,BLK-002061,Track Occupied,1,37.9
TRN-08712,BLK-018454,Track Occupied,3,48.4
TRN-08713,BLK-001787,Track Occupied,3,70.3
TRN-08714,BLK-002899,Track Occupied,3,99.0
TRN-08715,BLK-033493,Track Occupied,3,55.8
TRN-08716,BLK-022791,Track Occupied,2,81.3
TRN-08717,BLK-005032,Track Occupied,1,21.6
TRN-08718,BLK-009262,Track Occupied,3,74.6
TRN-08719,BLK-006094,Track Occupied,3,63.7
TRN-08720,BLK-028009,Track Occupied,2,64.6
TRN-08721,BLK-021754,Track Occupied,2,85.7
TRN-08721,BLK-021755,Track Occupied,2,85.7
TRN-08722,BLK-008522,Track Occupied,1,20.4
TRN-08723,BLK-015349,Track Occupied,2,54.8
TRN-08724,BLK-027036,Track Occupied,3,47.0
TRN-08725,BLK-029215,Track Occupied,3,99.0
TRN-08726,BLK-030311,Track Occupied,1,27.6
TRN-08727,BLK-033080,Track Occupied,3,41.3
TRN-08727,BLK-033081,Track Occupied,3,41.3
TRN-08728,BLK-004457,Track Occupied,2,58.8
TRN-08729,BLK-018649,Track Occupied,2,74.6
TRN-08730,BLK-029562,Track Occupied,2,53.4
TRN-08731,BLK-006759,Track Occupied,3,49.2
TRN-08732,BLK-019056,Track Occupied,1,29.5
TRN-08733,BLK-026022,Track Occupied,2,76.6
TRN-08733,BLK-026023,Track Occupied,2,76.6
TRN-08734,BLK-013452,Track Occupied,2,58.7
TRN-08735,BLK-029601,Track Occupied,2,74.4
TRN-08736,BLK-002501,Track Occupied,2,71.5
TRN-08737,BLK-027393,Track Occupied,2,69.8
TRN-08738,BLK-027947,Track Occupied,3,99.0
TRN-08738,BLK-027948,Track Occupied,3,99.0
TRN-08739,BLK-002474,Track Occupied,3,41.3
TRN-08740,BLK-025271,Track Occupied,1,37.8
TRN-08741,BLK-021075,Track Occupied,3,81.3
TRN-08742,BLK-006077,Track Occupied,3,94.3
TRN-08743,BLK-002941,Track Occupied,2,69.4
TRN-08744,BLK-003907,Track Occupied,2,45.5
TRN-08745,BLK-008287,Track Occupied,1,20.4
TRN-08746,BLK-020716,Track Occupied,2,78.2
TRN-08747,BLK-017943,Track Occupied,1,61.8
TRN-08748,BLK-030562,Track Occupied,3,66.3
TRN-08749,BLK-022373,Track Occupied,2,61.1
TRN-08750,BLK-024953,Track Occupied,3,72.3
TRN-08751,BLK-019736,Track Occupied,1,70.2
TRN-08752,BLK-027249,Track Occupied,2,99.0
TRN-08753,BLK-024729,Track Occupied,3,60.7
TRN-08754,BLK-006881,Track Occupied,1,32.5
TRN-08755,BLK-010386,Track Occupied,2,88.4
TRN-08756,BLK-023377,Track Occupied,2,68.3
TRN-08757,BLK-033538,Track Occupied,2,73.9
TRN-08758,BLK-031810,Track Occupied,3,65.9
TRN-08759,BLK-007820,Track Occupied,2,88.6
TRN-08760,BLK-000354,Track Occupied,1,17.1
TRN-08760,BLK-000355,Track Occupied,1,17.1
TRN-08761,BLK-027938,Track Occupied,1,58.7
TRN-08762,BLK-017445,Track Occupied,3,89.7
TRN-08763,BLK-027833,Track Occupied,3,59.3
TRN-08764,BLK-002771,Track Occupied,3,70.3
TRN-08765,BLK-010950,Track Occupied,2,84.9
TRN-08766,BLK-009222,Track Occupied,3,92.7
TRN-08767,BLK-026436,Track Occupied,1,40.7
TRN-08768,BLK-032117,Track Occupied,2,62.4
TRN-08769,BLK-012137,Track Occupied,2,93.9
TRN-08770,BLK-025020,Track Occupied,3,49.1
TRN-08771,BLK-007833,Track Occupied,3,58.3
TRN-08772,BLK-018626,Track Occupied,2,62.8
TRN-08773,BLK-024222,Track Occupied,1,34.6
TRN-08774,BLK-015976,Track Occupied,3,89.4
TRN-08775,BLK-005284,Track Occupied,3,82.2
TRN-08776,BLK-015542,Track Occupied,1,54.7
TRN-08777,BLK-010422,Track Occupied,3,99.0
TRN-08778,BLK-024540,Track Occupied,1,19.5
TRN-08779,BLK-021423,Track Occupied,1,24.5
TRN-08780,BLK-021484,Track Occupied,1,36.5
TRN-08781,BLK-010275,Track Occupied,1,26.7
TRN-08782,BLK-009023,Track Occupied,1,25.3
TRN-08782,BLK-009024,Track Occupied,1,25.3
TRN-08783,BLK-007612,Track Occupied,2,59.8
TRN-08784,BLK-009881,Track Occupied,2,86.1
TRN-08785,BLK-011131,Track Occupied,2,76.9
TRN-08786,BLK-013509,Track Occupied,2,72.0
TRN-08787,BLK-027723,Track Occupied,2,63.6
TRN-08788,BLK-022576,Track Occupied,3,85.7
TRN-08789,BLK-013973,Track Occupied,2,90.4
TRN-08790,BLK-007395,Track Occupied,3,69.1
TRN-08791,BLK-031716,Track Occupied,2,42.9
TRN-08792,BLK-005351,Track Occupied,2,76.9
TRN-08792,BLK-005352,Track Occupied,2,76.9
TRN-08793,BLK-024374,Track Occupied,3,44.0
TRN-08794,BLK-019909,Track Occupied,2,67.5
TRN-08795,BLK-020356,Track Occupied,3,99.0
TRN-08796,BLK-012801,Track Occupied,2,87.9
TRN-08797,BLK-033451,Track Occupied,3,85.5
TRN-08798,BLK-009021,Track Occupied,3,78.6
TRN-08799,BLK-020719,Track Occupied,2,81.1
TRN-08800,BLK-000566,Track Occupied,1,30.6
TRN-08801,BLK-027437,Track Occupied,2,55.7
TRN-08802,BLK-030210,Track Occupied,2,62.9
TRN-08802,BLK-030211,Track Occupied,2,62.9
TRN-08803,BLK-023056,Track Occupied,1,18.7
TRN-08804,BLK-029925,Track Occupied,3,48.3
TRN-08805,BLK-018825,Track Occupied,3,89.2
TRN-08806,BLK-003982,Track Occupied,1,44.8
TRN-08806,BLK-003983,Track Occupied,1,44.8
TRN-08807,BLK-012059,Track Occupied,3,86.3
TRN-08808,BLK-001424,Track Occupied,3,99.0
TRN-08809,BLK-018359,Track Occupied,2,80.8
TRN-08809,BLK-018360,Track Occupied,2,80.8
TRN-08810,BLK-004535,Track Occupied,1,28.8
TRN-08811,BLK-021377,Track Occupied,2,73.9
TRN-08812,BLK-021550,Track Occupied,2,99.0
TRN-08813,BLK-015990,Track Occupied,3,99.0
TRN-08814,BLK-024762,Track Occupied,3,99.0
TRN-08815,BLK-019938,Track Occupied,2,66.7
TRN-08816,BLK-031894,Track Occupied,2,70.8
TRN-08817,BLK-004011,Track Occupied,2,56.0
TRN-08818,BLK-002308,Track Occupied,3,32.0
TRN-08819,BLK-021633,Track Occupied,3,72.7
TRN-08820,BLK-003376,Track Occupied,3,89.2
TRN-08821,BLK-031713,Track Occupied,3,48.3
TRN-08822,BLK-008630,Track Occupied,3,58.0
TRN-08823,BLK-020153,Track Occupied,3,75.3
TRN-08824,BLK-004669,Track Occupied,1,37.2
TRN-08824,BLK-004670,Track Occupied,1,37.2
TRN-08825,BLK-010152,Track Occupied,3,50.9
TRN-08826,BLK-025903,Track Occupied,1,40.0
TRN-08827,BLK-025860,Track Occupied,3,81.7
TRN-08828,BLK-013354,Track Occupied,2,89.0
TRN-08829,BLK-029425,Track Occupied,2,72.5
TRN-08830,BLK-011417,Track Occupied,1,42.4
TRN-08831,BLK-001308,Track Occupied,2,99.0
TRN-08832,BLK-025004,Track Occupied,2,59.4
TRN-08833,BLK-020219,Track Occupied,3,97.3
TRN-08833,BLK-020220,Track Occupied,3,97.3
TRN-08834,BLK-022602,Track Occupied,3,92.1
TRN-08835,BLK-001928,Track Occupied,3,49.4
TRN-08836,BLK-001000,Track Occupied,3,67.2
TRN-08837,BLK-016745,Track Occupied,2,48.1
TRN-08838,BLK-000088,Track Occupied,2,45.2
TRN-08839,BLK-009110,Track Occupied,3,86.2
TRN-08840,BLK-019103,Track Occupied,3,60.1
TRN-08841,BLK-000096,Track Occupied,3,66.9
TRN-08842,BLK-019585,Track Occupied,3,76.5
TRN-08843,BLK-010670,Track Occupied,2,73.4
TRN-08844,BLK-021564,Track Occupied,2,84.1
TRN-08845,BLK-007710,Track Occupied,2,67.9
TRN-08846,BLK-016642,Track Occupied,3,73.9
TRN-08847,BLK-016785,Track Occupied,1,39.7
TRN-08848,BLK-002381,Track Occupied,3,82.1
TRN-08849,BLK-014089,Track Occupied,3,62.2
TRN-08850,BLK-032023,Track Occupied,2,61.5
TRN-08851,BLK-011824,Track Occupied,3,78.1
TRN-08852,BLK-000748,Track Occupied,3,66.1
TRN-08852,BLK-000749,Track Occupied,3,66.1
TRN-08853,BLK-032231,Track Occupied,2,93.8
TRN-08854,BLK-011355,Track Occupied,2,82.8
TRN-08855,BLK-003404,Track Occupied,2,88.6
TRN-08856,BLK-024792,Track Occupied,3,82.1
TRN-08857,BLK-005079,Track Occupied,2,82.9
TRN-08858,BLK-006448,Track Occupied,2,85.5
TRN-08859,BLK-025036,Track Occupied,2,99.0
TRN-08859,BLK-025037,Track Occupied,2,99.0
TRN-08860,BLK-011125,Track Occupied,3,59.8
TRN-08861,BLK-001912,Track Occupied,2,91.1
TRN-08862,BLK-019179,Track Occupied,2,82.8
TRN-08863,BLK-019192,Track Occupied,2,77.4
TRN-08864,BLK-006574,Track Occupied,3,83.7
TRN-08865,BLK-019880,Track Occupied,1,28.6
TRN-08866,BLK-020188,Track Occupied,3,73.7
TRN-08867,BLK-024014,Track Occupied,2,73.2
TRN-08868,BLK-021977,Track Occupied,2,72.9
TRN-08869,BLK-027377,Track Occupied,1,47.2
TRN-08870,BLK-020777,Track Occupied,2,53.4
TRN-08871,BLK-020595,Track Occupied,1,54.3
TRN-08872,BLK-016969,Track Occupied,2,83.6
TRN-08873,BLK-003209,Track Occupied,1,30.1
TRN-08874,BLK-004247,Track Occupied,3,73.5
TRN-08875,BLK-007307,Track Occupied,1,29.7
TRN-08876,BLK-026909,Track Occupied,3,86.5
TRN-08877,BLK-005449,Track Occupied,3,58.5
TRN-08878,BLK-000463,Track Occupied,2,69.3
TRN-08879,BLK-009639,Track Occupied,2,55.4
TRN-08880,BLK-030509,Track Occupied,2,75.6
TRN-08881,BLK-023462,Track Occupied,2,93.8
TRN-08882,BLK-000186,Track Occupied,2,62.0
TRN-08883,BLK-027523,Track Occupied,1,42.9
TRN-08884,BLK-022956,Track Occupied,3,83.8
TRN-08885,BLK-004763,Track Occupied,2,82.5
TRN-08886,BLK-032165,Track Occupied,3,67.1
TRN-08887,BLK-030005,Track Occupied,2,99.0
TRN-08888,BLK-018669,Track Occupied,2,99.0
TRN-08889,BLK-024694,Track Occupied,2,84.4
TRN-08890,BLK-015815,Track Occupied,3,53.8
TRN-08891,BLK-024808,Track Occupied,3,55.9
TRN-08892,BLK-017576,Track Occupied,3,76.2
TRN-08893,BLK-012796,Track Occupied,2,99.0
TRN-08894,BLK-010349,Track Occupied,3,70.4
TRN-08895,BLK-004365,Track Occupied,2,75.8
TRN-08895,BLK-004366,Track Occupied,2,75.8
TRN-08896,BLK-016689,Track Occupied,3,54.0
TRN-08896,BLK-016690,Track Occupied,3,54.0
TRN-08897,BLK-021258,Track Occupied,3,70.1
TRN-08898,BLK-005968,Track Occupied,3,73.7
TRN-08899,BLK-000841,Track Occupied,1,44.4
TRN-08900,BLK-021069,Track Occupied,3,97.0
TRN-08901,BLK-026605,Track Occupied,2,99.0
TRN-08902,BLK-023108,Track Occupied,1,50.9
TRN-08903,BLK-007696,Track Occupied,3,78.1
TRN-08904,BLK-014479,Track Occupied,2,80.7
TRN-08905,BLK-001427,Track Occupied,1,37.4
TRN-08905,BLK-001428,Track Occupied,1,37.4
TRN-08906,BLK-007365,Track Occupied,2,83.9
TRN-08907,BLK-028430,Track Occupied,2,66.1
TRN-08908,BLK-008892,Track Occupied,3,63.5
TRN-08909,BLK-011862,Track Occupied,1,33.1
TRN-08910,BLK-018280,Track Occupied,3,86.5
TRN-08911,BLK-032500,Track Occupied,2,55.9
TRN-08912,BLK-010103,Track Occupied,1,27.5
TRN-08913,BLK-012618,Track Occupied,3,53.5
TRN-08914,BLK-018706,Track Occupied,3,65.7
TRN-08915,BLK-012798,Track Occupied,2,64.7
TRN-08916,BLK-032874,Track Occupied,2,71.6
TRN-08917,BLK-030082,Track Occupied,3,71.4
TRN-08918,BLK-031921,Track Occupied,2,90.8
TRN-08919,BLK-011131,Track Occupied,3,71.1
TRN-08920,BLK-013798,Track Occupied,3,96.3
TRN-08921,BLK-022637,Track Occupied,1,25.9
TRN-08922,BLK-025357,Track Occupied,2,98.3
TRN-08923,BLK-018575,Track Occupied,2,99.0
TRN-08924,BLK-023610,Track Occupied,2,45.5
TRN-08925,BLK-000611,Track Occupied,1,51.9
TRN-08926,BLK-015501,Track Occupied,3,66.1
TRN-08927,BLK-025875,Track Occupied,2,69.0
TRN-08928,BLK-004488,Track Occupied,3,71.9
TRN-08929,BLK-023509,Track Occupied,2,71.3
TRN-08929,BLK-023510,Track Occupied,2,71.3
TRN-08930,BLK-015657,Track Occupied,2,57.6
TRN-08931,BLK-016472,Track Occupied,3,85.6
TRN-08932,BLK-017679,Track Occupied,3,66.3
TRN-08933,BLK-026812,Track Occupied,3,43.2
