block_id,date,corridor_id,section_id,start_minute,end_minute,duration_minutes,track_available,block_type,night_preference,max_simultaneous_tasks
BLK-028793,2026-09-14,COR-020,SEC-0200,480,600,120,Yes,Routine,No,2
BLK-028794,2026-09-14,COR-020,SEC-0200,600,720,120,Yes,Planned,No,2
BLK-028795,2026-09-14,COR-020,SEC-0200,720,840,120,Yes,Planned,No,1
BLK-028796,2026-09-14,COR-020,SEC-0200,840,960,120,Yes,Planned,No,2
BLK-028797,2026-09-14,COR-020,SEC-0200,960,1080,120,Yes,Planned,No,3
BLK-028798,2026-09-14,COR-020,SEC-0200,1080,1200,120,Yes,Planned,No,2
BLK-028799,2026-09-14,COR-020,SEC-0200,1200,1320,120,Yes,Planned,Yes,2
BLK-028800,2026-09-14,COR-020,SEC-0200,1320,1440,120,Yes,Planned,Yes,3
BLK-028801,2026-09-15,COR-001,SEC-0001,0,120,120,Yes,Planned,Yes,1
BLK-028802,2026-09-15,COR-001,SEC-0001,120,240,120,Yes,Planned,Yes,1
BLK-028803,2026-09-15,COR-001,SEC-0001,240,360,120,Yes,Routine,Yes,1
BLK-028804,2026-09-15,COR-001,SEC-0001,360,480,120,Yes,Routine,No,1
BLK-028805,2026-09-15,COR-001,SEC-0001,480,600,120,Yes,Planned,No,3
BLK-028806,2026-09-15,COR-001,SEC-0001,600,720,120,Yes,Emergency Reserve,No,2
BLK-028807,2026-09-15,COR-001,SEC-0001,720,840,120,Yes,Planned,No,2
BLK-028808,2026-09-15,COR-001,SEC-0001,840,960,120,Yes,Routine,No,2
BLK-028809,2026-09-15,COR-001,SEC-0001,960,1080,120,Yes,Planned,No,3
BLK-028810,2026-09-15,COR-001,SEC-0001,1080,1200,120,Yes,Routine,No,1
BLK-028811,2026-09-15,COR-001,SEC-0001,1200,1320,120,No,Planned,Yes,2
BLK-028812,2026-09-15,COR-001,SEC-0001,1320,1440,120,Yes,Planned,Yes,2
BLK-028813,2026-09-15,COR-001,SEC-0002,0,120,120,Yes,Emergency Reserve,Yes,2
BLK-028814,2026-09-15,COR-001,SEC-0002,120,240,120,Yes,Routine,Yes,2
BLK-028815,2026-09-15,COR-001,SEC-0002,240,360,120,No,Planned,Yes,3
BLK-028816,2026-09-15,COR-001,SEC-0002,360,480,120,Yes,Planned,No,2
BLK-028817,2026-09-15,COR-001,SEC-0002,480,600,120,No,Planned,No,1
BLK-028818,2026-09-15,COR-001,SEC-0002,600,720,120,Yes,Routine,No,1
BLK-028819,2026-09-15,COR-001,SEC-0002,720,840,120,Yes,Routine,No,1
BLK-028820,2026-09-15,COR-001,SEC-0002,840,960,120,Yes,Planned,No,2
BLK-028821,2026-09-15,COR-001,SEC-0002,960,1080,120,Yes,Planned,No,2
BLK-028822,2026-09-15,COR-001,SEC-0002,1080,1200,120,Yes,Routine,No,2
BLK-028823,2026-09-15,COR-001,SEC-0002,1200,1320,120,Yes,Routine,Yes,2
BLK-028824,2026-09-15,COR-001,SEC-0002,1320,1440,120,Yes,Planned,Yes,1
BLK-028825,2026-09-15,COR-001,SEC-0003,0,120,120,Yes,Planned,Yes,3
BLK-028826,2026-09-15,COR-001,SEC-0003,120,240,120,Yes,Routine,Yes,3
BLK-028827,2026-09-15,COR-001,SEC-0003,240,360,120,Yes,Planned,Yes,2
BLK-028828,2026-09-15,COR-001,SEC-0003,360,480,120,Yes,Routine,No,2
BLK-028829,2026-09-15,COR-001,SEC-0003,480,600,120,No,Routine,No,1
BLK-028830,2026-09-15,COR-001,SEC-0003,600,720,120,Yes,Routine,No,1
BLK-028831,2026-09-15,COR-001,SEC-0003,720,840,120,No,Planned,No,1
BLK-028832,2026-09-15,COR-001,SEC-0003,840,960,120,Yes,Planned,No,1
BLK-028833,2026-09-15,COR-001,SEC-0003,960,1080,120,Yes,Planned,No,3
BLK-028834,2026-09-15,COR-001,SEC-0003,1080,1200,120,Yes,Planned,No,1
BLK-028835,2026-09-15,COR-001,SEC-0003,1200,1320,120,No,Routine,Yes,2
BLK-028836,2026-09-15,COR-001,SEC-0003,1320,1440,120,Yes,Planned,Yes,3
BLK-028837,2026-09-15,COR-001,SEC-0004,0,120,120,Yes,Planned,Yes,2
BLK-028838,2026-09-15,COR-001,SEC-0004,120,240,120,Yes,Routine,Yes,1
BLK-028839,2026-09-15,COR-001,SEC-0004,240,360,120,No,Planned,Yes,1
BLK-028840,2026-09-15,COR-001,SEC-0004,360,480,120,Yes,Routine,No,1
BLK-028841,2026-09-15,COR-001,SEC-0004,480,600,120,Yes,Planned,No,2
BLK-028842,2026-09-15,COR-001,SEC-0004,600,720,120,No,Routine,No,1
BLK-028843,2026-09-15,COR-001,SEC-0004,720,840,120,Yes,Routine,No,2
BLK-028844,2026-09-15,COR-001,SEC-0004,840,960,120,Yes,Routine,No,1
BLK-028845,2026-09-15,COR-001,SEC-0004,960,1080,120,Yes,Planned,No,1
BLK-028846,2026-09-15,COR-001,SEC-0004,1080,1200,120,Yes,Planned,No,3
BLK-028847,2026-09-15,COR-001,SEC-0004,1200,1320,120,Yes,Planned,Yes,2
BLK-028848,2026-09-15,COR-001,SEC-0004,1320,1440,120,No,Routine,Yes,2
BLK-028849,2026-09-15,COR-001,SEC-0005,0,120,120,Yes,Planned,Yes,2
BLK-028850,2026-09-15,COR-001,SEC-0005,120,240,120,Yes,Planned,Yes,1
BLK-028851,2026-09-15,COR-001,SEC-0005,240,360,120,Yes,Routine,Yes,3
BLK-028852,2026-09-15,COR-001,SEC-0005,360,480,120,Yes,Planned,No,1
BLK-028853,2026-09-15,COR-001,SEC-0005,480,600,120,No,Planned,No,1
BLK-028854,2026-09-15,COR-001,SEC-0005,600,720,120,Yes,Routine,No,3
BLK-028855,2026-09-15,COR-001,SEC-0005,720,840,120,Yes,Emergency Reserve,No,1
BLK-028856,2026-09-15,COR-001,SEC-0005,840,960,120,Yes,Routine,No,3
BLK-028857,2026-09-15,COR-001,SEC-0005,960,1080,120,Yes,Planned,No,1
BLK-028858,2026-09-15,COR-001,SEC-0005,1080,1200,120,Yes,Emergency Reserve,No,1
BLK-028859,2026-09-15,COR-001,SEC-0005,1200,1320,120,No,Planned,Yes,1
BLK-028860,2026-09-15,COR-001,SEC-0005,1320,1440,120,Yes,Planned,Yes,1
BLK-028861,2026-09-15,COR-001,SEC-0006,0,120,120,Yes,Planned,Yes,2
BLK-028862,2026-09-15,COR-001,SEC-0006,120,240,120,Yes,Routine,Yes,2
BLK-028863,2026-09-15,COR-001,SEC-0006,240,360,120,Yes,Routine,Yes,2
BLK-028864,2026-09-15,COR-001,SEC-0006,360,480,120,Yes,Planned,No,2
BLK-028865,2026-09-15,COR-001,SEC-0006,480,600,120,Yes,Planned,No,2
BLK-028866,2026-09-15,COR-001,SEC-0006,600,720,120,No,Planned,No,2
BLK-028867,2026-09-15,COR-001,SEC-0006,720,840,120,No,Planned,No,1
BLK-028868,2026-09-15,COR-001,SEC-0006,840,960,120,Yes,Planned,No,1
BLK-028869,2026-09-15,COR-001,SEC-0006,960,1080,120,No,Planned,No,1
BLK-028870,2026-09-15,COR-001,SEC-0006,1080,1200,120,Yes,Planned,No,2
BLK-028871,2026-09-15,COR-001,SEC-0006,1200,1320,120,Yes,Emergency Reserve,Yes,3
BLK-028872,2026-09-15,COR-001,SEC-0006,1320,1440,120,Yes,Planned,Yes,2
BLK-028873,2026-09-15,COR-001,SEC-0007,0,120,120,Yes,Planned,Yes,2
BLK-028874,2026-09-15,COR-001,SEC-0007,120,240,120,Yes,Planned,Yes,1
BLK-028875,2026-09-15,COR-001,SEC-0007,240,360,120,Yes,Routine,Yes,3
BLK-028876,2026-09-15,COR-001,SEC-0007,360,480,120,Yes,Planned,No,1
BLK-028877,2026-09-15,COR-001,SEC-0007,480,600,120,No,Routine,No,1
BLK-028878,2026-09-15,COR-001,SEC-0007,600,720,120,No,Planned,No,1
BLK-028879,2026-09-15,COR-001,SEC-0007,720,840,120,Yes,Planned,No,2
BLK-028880,2026-09-15,COR-001,SEC-0007,840,960,120,Yes,Planned,No,3
BLK-028881,2026-09-15,COR-001,SEC-0007,960,1080,120,Yes,Routine,No,1
BLK-028882,2026-09-15,COR-001,SEC-0007,1080,1200,120,Yes,Planned,No,3
BLK-028883,2026-09-15,COR-001,SEC-0007,1200,1320,120,Yes,Planned,Yes,2
BLK-028884,2026-09-15,COR-001,SEC-0007,1320,1440,120,Yes,Planned,Yes,3
BLK-028885,2026-09-15,COR-001,SEC-0008,0,120,120,Yes,Planned,Yes,1
BLK-028886,2026-09-15,COR-001,SEC-0008,120,240,120,Yes,Routine,Yes,2
BLK-028887,2026-09-15,COR-001,SEC-0008,240,360,120,Yes,Planned,Yes,2
BLK-028888,2026-09-15,COR-001,SEC-0008,360,480,120,Yes,Planned,No,2
BLK-028889,2026-09-15,COR-001,SEC-0008,480,600,120,Yes,Planned,No,2
BLK-028890,2026-09-15,COR-001,SEC-0008,600,720,120,Yes,Routine,No,1
BLK-028891,2026-09-15,COR-001,SEC-0008,720,840,120,Yes,Planned,No,2
BLK-028892,2026-09-15,COR-001,SEC-0008,840,960,120,Yes,Emergency Reserve,No,2
BLK-028893,2026-09-15,COR-001,SEC-0008,960,1080,120,Yes,Emergency Reserve,No,3
BLK-028894,2026-09-15,COR-001,SEC-0008,1080,1200,120,Yes,Planned,No,1
BLK-028895,2026-09-15,COR-001,SEC-0008,1200,1320,120,Yes,Routine,Yes,2
BLK-028896,2026-09-15,COR-001,SEC-0008,1320,1440,120,No,Emergency Reserve,Yes,3
BLK-028897,2026-09-15,COR-001,SEC-0009,0,120,120,Yes,Routine,Yes,1
BLK-028898,2026-09-15,COR-001,SEC-0009,120,240,120,Yes,Planned,Yes,2
BLK-028899,2026-09-15,COR-001,SEC-0009,240,360,120,Yes,Planned,Yes,1
BLK-028900,2026-09-15,COR-001,SEC-0009,360,480,120,Yes,Planned,No,2
BLK-028901,2026-09-15,COR-001,SEC-0009,480,600,120,Yes,Routine,No,2
BLK-028902,2026-09-15,COR-001,SEC-0009,600,720,120,No,Routine,No,3
BLK-028903,2026-09-15,COR-001,SEC-0009,720,840,120,Yes,Routine,No,2
BLK-028904,2026-09-15,COR-001,SEC-0009,840,960,120,Yes,Routine,No,2
BLK-028905,2026-09-15,COR-001,SEC-0009,960,1080,120,Yes,Planned,No,2
BLK-028906,2026-09-15,COR-001,SEC-0009,1080,1200,120,Yes,Routine,No,1
BLK-028907,2026-09-15,COR-001,SEC-0009,1200,1320,120,Yes,Planned,Yes,1
BLK-028908,2026-09-15,COR-001,SEC-0009,1320,1440,120,Yes,Routine,Yes,1
BLK-028909,2026-09-15,COR-001,SEC-0010,0,120,120,No,Routine,Yes,1
BLK-028910,2026-09-15,COR-001,SEC-0010,120,240,120,Yes,Planned,Yes,2
BLK-028911,2026-09-15,COR-001,SEC-0010,240,360,120,Yes,Routine,Yes,2
BLK-028912,2026-09-15,COR-001,SEC-0010,360,480,120,Yes,Planned,No,1
BLK-028913,2026-09-15,COR-001,SEC-0010,480,600,120,Yes,Emergency Reserve,No,2
BLK-028914,2026-09-15,COR-001,SEC-0010,600,720,120,Yes,Planned,No,2
BLK-028915,2026-09-15,COR-001,SEC-0010,720,840,120,No,Routine,No,1
BLK-028916,2026-09-15,COR-001,SEC-0010,840,960,120,No,Planned,No,1
BLK-028917,2026-09-15,COR-001,SEC-0010,960,1080,120,Yes,Planned,No,2
BLK-028918,2026-09-15,COR-001,SEC-0010,1080,1200,120,Yes,Planned,No,2
BLK-028919,2026-09-15,COR-001,SEC-0010,1200,1320,120,Yes,Planned,Yes,1
BLK-028920,2026-09-15,COR-001,SEC-0010,1320,1440,120,Yes,Routine,Yes,1
BLK-028921,2026-09-15,COR-002,SEC-0011,0,120,120,Yes,Planned,Yes,3
BLK-028922,2026-09-15,COR-002,SEC-0011,120,240,120,Yes,Planned,Yes,2
BLK-028923,2026-09-15,COR-002,SEC-0011,240,360,120,Yes,Routine,Yes,3
BLK-028924,2026-09-15,COR-002,SEC-0011,360,480,120,Yes,Emergency Reserve,No,3
BLK-028925,2026-09-15,COR-002,SEC-0011,480,600,120,No,Planned,No,3
BLK-028926,2026-09-15,COR-002,SEC-0011,600,720,120,Yes,Emergency Reserve,No,2
BLK-028927,2026-09-15,COR-002,SEC-0011,720,840,120,Yes,Planned,No,3
BLK-028928,2026-09-15,COR-002,SEC-0011,840,960,120,Yes,Routine,No,3
BLK-028929,2026-09-15,COR-002,SEC-0011,960,1080,120,No,Planned,No,2
BLK-028930,2026-09-15,COR-002,SEC-0011,1080,1200,120,Yes,Planned,No,1
BLK-028931,2026-09-15,COR-002,SEC-0011,1200,1320,120,Yes,Routine,Yes,3
BLK-028932,2026-09-15,COR-002,SEC-0011,1320,1440,120,Yes,Planned,Yes,2
BLK-028933,2026-09-15,COR-002,SEC-0012,0,120,120,Yes,Planned,Yes,3
BLK-028934,2026-09-15,COR-002,SEC-0012,120,240,120,No,Planned,Yes,1
BLK-028935,2026-09-15,COR-002,SEC-0012,240,360,120,Yes,Planned,Yes,3
BLK-028936,2026-09-15,COR-002,SEC-0012,360,480,120,Yes,Routine,No,1
BLK-028937,2026-09-15,COR-002,SEC-0012,480,600,120,No,Planned,No,1
BLK-028938,2026-09-15,COR-002,SEC-0012,600,720,120,No,Emergency Reserve,No,2
BLK-028939,2026-09-15,COR-002,SEC-0012,720,840,120,Yes,Planned,No,1
BLK-028940,2026-09-15,COR-002,SEC-0012,840,960,120,No,Routine,No,2
BLK-028941,2026-09-15,COR-002,SEC-0012,960,1080,120,Yes,Planned,No,1
BLK-028942,2026-09-15,COR-002,SEC-0012,1080,1200,120,Yes,Planned,No,1
BLK-028943,2026-09-15,COR-002,SEC-0012,1200,1320,120,Yes,Planned,Yes,3
BLK-028944,2026-09-15,COR-002,SEC-0012,1320,1440,120,Yes,Planned,Yes,3
BLK-028945,2026-09-15,COR-002,SEC-0013,0,120,120,Yes,Planned,Yes,1
BLK-028946,2026-09-15,COR-002,SEC-0013,120,240,120,Yes,Planned,Yes,2
BLK-028947,2026-09-15,COR-002,SEC-0013,240,360,120,Yes,Planned,Yes,2
BLK-028948,2026-09-15,COR-002,SEC-0013,360,480,120,No,Planned,No,1
BLK-028949,2026-09-15,COR-002,SEC-0013,480,600,120,Yes,Planned,No,1
BLK-028950,2026-09-15,COR-002,SEC-0013,600,720,120,Yes,Planned,No,3
BLK-028951,2026-09-15,COR-002,SEC-0013,720,840,120,Yes,Routine,No,2
BLK-028952,2026-09-15,COR-002,SEC-0013,840,960,120,Yes,Planned,No,2
BLK-028953,2026-09-15,COR-002,SEC-0013,960,1080,120,Yes,Planned,No,2
BLK-028954,2026-09-15,COR-002,SEC-0013,1080,1200,120,Yes,Planned,No,2
BLK-028955,2026-09-15,COR-002,SEC-0013,1200,1320,120,Yes,Emergency Reserve,Yes,2
BLK-028956,2026-09-15,COR-002,SEC-0013,1320,1440,120,Yes,Planned,Yes,3
BLK-028957,2026-09-15,COR-002,SEC-0014,0,120,120,Yes,Planned,Yes,1
BLK-028958,2026-09-15,COR-002,SEC-0014,120,240,120,Yes,Planned,Yes,2
BLK-028959,2026-09-15,COR-002,SEC-0014,240,360,120,Yes,Emergency Reserve,Yes,3
BLK-028960,2026-09-15,COR-002,SEC-0014,360,480,120,Yes,Planned,No,3
BLK-028961,2026-09-15,COR-002,SEC-0014,480,600,120,Yes,Emergency Reserve,No,1
BLK-028962,2026-09-15,COR-002,SEC-0014,600,720,120,Yes,Routine,No,2
BLK-028963,2026-09-15,COR-002,SEC-0014,720,840,120,Yes,Routine,No,2
BLK-028964,2026-09-15,COR-002,SEC-0014,840,960,120,Yes,Routine,No,3
BLK-028965,2026-09-15,COR-002,SEC-0014,960,1080,120,Yes,Planned,No,1
BLK-028966,2026-09-15,COR-002,SEC-0014,1080,1200,120,Yes,Planned,No,1
BLK-028967,2026-09-15,COR-002,SEC-0014,1200,1320,120,Yes,Planned,Yes,2
BLK-028968,2026-09-15,COR-002,SEC-0014,1320,1440,120,Yes,Planned,Yes,2
BLK-028969,2026-09-15,COR-002,SEC-0015,0,120,120,Yes,Planned,Yes,1
BLK-028970,2026-09-15,COR-002,SEC-0015,120,240,120,Yes,Routine,Yes,2
BLK-028971,2026-09-15,COR-002,SEC-0015,240,360,120,Yes,Emergency Reserve,Yes,3
BLK-028972,2026-09-15,COR-002,SEC-0015,360,480,120,Yes,Planned,No,2
BLK-028973,2026-09-15,COR-002,SEC-0015,480,600,120,No,Planned,No,2
BLK-028974,2026-09-15,COR-002,SEC-0015,600,720,120,Yes,Emergency Reserve,No,2
BLK-028975,2026-09-15,COR-002,SEC-0015,720,840,120,Yes,Planned,No,2
BLK-028976,2026-09-15,COR-002,SEC-0015,840,960,120,Yes,Emergency Reserve,No,2
BLK-028977,2026-09-15,COR-002,SEC-0015,960,1080,120,Yes,Routine,No,2
BLK-028978,2026-09-15,COR-002,SEC-0015,1080,1200,120,Yes,Planned,No,2
BLK-028979,2026-09-15,COR-002,SEC-0015,1200,1320,120,Yes,Planned,Yes,1
BLK-028980,2026-09-15,COR-002,SEC-0015,1320,1440,120,Yes,Emergency Reserve,Yes,2
BLK-028981,2026-09-15,COR-002,SEC-0016,0,120,120,Yes,Planned,Yes,2
BLK-028982,2026-09-15,COR-002,SEC-0016,120,240,120,Yes,Planned,Yes,2
BLK-028983,2026-09-15,COR-002,SEC-0016,240,360,120,Yes,Emergency Reserve,Yes,1
BLK-028984,2026-09-15,COR-002,SEC-0016,360,480,120,Yes,Emergency Reserve,No,3
BLK-028985,2026-09-15,COR-002,SEC-0016,480,600,120,No,Routine,No,1
BLK-028986,2026-09-15,COR-002,SEC-0016,600,720,120,No,Planned,No,1
BLK-028987,2026-09-15,COR-002,SEC-0016,720,840,120,Yes,Planned,No,2
BLK-028988,2026-09-15,COR-002,SEC-0016,840,960,120,Yes,Routine,No,3
BLK-028989,2026-09-15,COR-002,SEC-0016,960,1080,120,Yes,Emergency Reserve,No,1
BLK-028990,2026-09-15,COR-002,SEC-0016,1080,1200,120,Yes,Planned,No,3
BLK-028991,2026-09-15,COR-002,SEC-0016,1200,1320,120,No,Planned,Yes,3
BLK-028992,2026-09-15,COR-002,SEC-0016,1320,1440,120,Yes,Planned,Yes,1
BLK-028993,2026-09-15,COR-002,SEC-0017,0,120,120,Yes,Routine,Yes,1
BLK-028994,2026-09-15,COR-002,SEC-0017,120,240,120,Yes,Planned,Yes,1
BLK-028995,2026-09-15,COR-002,SEC-0017,240,360,120,Yes,Routine,Yes,2
BLK-028996,2026-09-15,COR-002,SEC-0017,360,480,120,No,Planned,No,3
BLK-028997,2026-09-15,COR-002,SEC-0017,480,600,120,No,Planned,No,3
BLK-028998,2026-09-15,COR-002,SEC-0017,600,720,120,No,Planned,No,2
BLK-028999,2026-09-15,COR-002,SEC-0017,720,840,120,Yes,Routine,No,3
BLK-029000,2026-09-15,COR-002,SEC-0017,840,960,120,Yes,Planned,No,2
BLK-029001,2026-09-15,COR-002,SEC-0017,960,1080,120,No,Planned,No,3
BLK-029002,2026-09-15,COR-002,SEC-0017,1080,1200,120,Yes,Routine,No,1
BLK-029003,2026-09-15,COR-002,SEC-0017,1200,1320,120,Yes,Planned,Yes,1
BLK-029004,2026-09-15,COR-002,SEC-0017,1320,1440,120,Yes,Planned,Yes,1
BLK-029005,2026-09-15,COR-002,SEC-0018,0,120,120,Yes,Planned,Yes,1
BLK-029006,2026-09-15,COR-002,SEC-0018,120,240,120,Yes,Planned,Yes,2
BLK-029007,2026-09-15,COR-002,SEC-0018,240,360,120,Yes,Planned,Yes,1
BLK-029008,2026-09-15,COR-002,SEC-0018,360,480,120,Yes,Routine,No,1
BLK-029009,2026-09-15,COR-002,SEC-0018,480,600,120,Yes,Routine,No,2
BLK-029010,2026-09-15,COR-002,SEC-0018,600,720,120,Yes,Emergency Reserve,No,2
BLK-029011,2026-09-15,COR-002,SEC-0018,720,840,120,No,Planned,No,1
BLK-029012,2026-09-15,COR-002,SEC-0018,840,960,120,Yes,Planned,No,2
BLK-029013,2026-09-15,COR-002,SEC-0018,960,1080,120,Yes,Planned,No,2
BLK-029014,2026-09-15,COR-002,SEC-0018,1080,1200,120,Yes,Routine,No,1
BLK-029015,2026-09-15,COR-002,SEC-0018,1200,1320,120,Yes,Planned,Yes,1
BLK-029016,2026-09-15,COR-002,SEC-0018,1320,1440,120,Yes,Planned,Yes,3
BLK-029017,2026-09-15,COR-002,SEC-0019,0,120,120,Yes,Planned,Yes,1
BLK-029018,2026-09-15,COR-002,SEC-0019,120,240,120,Yes,Planned,Yes,2
BLK-029019,2026-09-15,COR-002,SEC-0019,240,360,120,Yes,Planned,Yes,2
BLK-029020,2026-09-15,COR-002,SEC-0019,360,480,120,No,Routine,No,1
BLK-029021,2026-09-15,COR-002,SEC-0019,480,600,120,Yes,Planned,No,1
BLK-029022,2026-09-15,COR-002,SEC-0019,600,720,120,Yes,Planned,No,1
BLK-029023,2026-09-15,COR-002,SEC-0019,720,840,120,No,Planned,No,1
BLK-029024,2026-09-15,COR-002,SEC-0019,840,960,120,Yes,Planned,No,2
BLK-029025,2026-09-15,COR-002,SEC-0019,960,1080,120,Yes,Planned,No,1
BLK-029026,2026-09-15,COR-002,SEC-0019,1080,1200,120,Yes,Planned,No,2
BLK-029027,2026-09-15,COR-002,SEC-0019,1200,1320,120,Yes,Emergency Reserve,Yes,2
BLK-029028,2026-09-15,COR-002,SEC-0019,1320,1440,120,Yes,Planned,Yes,2
BLK-029029,2026-09-15,COR-002,SEC-0020,0,120,120,Yes,Routine,Yes,1
BLK-029030,2026-09-15,COR-002,SEC-0020,120,240,120,Yes,Routine,Yes,2
BLK-029031,2026-09-15,COR-002,SEC-0020,240,360,120,Yes,Planned,Yes,1
BLK-029032,2026-09-15,COR-002,SEC-0020,360,480,120,No,Emergency Reserve,No,2
BLK-029033,2026-09-15,COR-002,SEC-0020,480,600,120,Yes,Planned,No,1
BLK-029034,2026-09-15,COR-002,SEC-0020,600,720,120,Yes,Routine,No,1
BLK-029035,2026-09-15,COR-002,SEC-0020,720,840,120,Yes,Emergency Reserve,No,2
BLK-029036,2026-09-15,COR-002,SEC-0020,840,960,120,Yes,Planned,No,2
BLK-029037,2026-09-15,COR-002,SEC-0020,960,1080,120,Yes,Routine,No,1
BLK-029038,2026-09-15,COR-002,SEC-0020,1080,1200,120,Yes,Planned,No,2
BLK-029039,2026-09-15,COR-002,SEC-0020,1200,1320,120,Yes,Routine,Yes,2
BLK-029040,2026-09-15,COR-002,SEC-0020,1320,1440,120,Yes,Planned,Yes,1
BLK-029041,2026-09-15,COR-003,SEC-0021,0,120,120,Yes,Planned,Yes,2
BLK-029042,2026-09-15,COR-003,SEC-0021,120,240,120,Yes,Routine,Yes,2
BLK-029043,2026-09-15,COR-003,SEC-0021,240,360,120,Yes,Planned,Yes,2
BLK-029044,2026-09-15,COR-003,SEC-0021,360,480,120,Yes,Planned,No,3
BLK-029045,2026-09-15,COR-003,SEC-0021,480,600,120,Yes,Planned,No,3
BLK-029046,2026-09-15,COR-003,SEC-0021,600,720,120,Yes,Planned,No,2
BLK-029047,2026-09-15,COR-003,SEC-0021,720,840,120,No,Routine,No,2
BLK-029048,2026-09-15,COR-003,SEC-0021,840,960,120,Yes,Planned,No,3
BLK-029049,2026-09-15,COR-003,SEC-0021,960,1080,120,Yes,Planned,No,1
BLK-029050,2026-09-15,COR-003,SEC-0021,1080,1200,120,Yes,Planned,No,2
BLK-029051,2026-09-15,COR-003,SEC-0021,1200,1320,120,Yes,Planned,Yes,1
BLK-029052,2026-09-15,COR-003,SEC-0021,1320,1440,120,Yes,Routine,Yes,3
BLK-029053,2026-09-15,COR-003,SEC-0022,0,120,120,Yes,Planned,Yes,1
BLK-029054,2026-09-15,COR-003,SEC-0022,120,240,120,Yes,Planned,Yes,2
BLK-029055,2026-09-15,COR-003,SEC-0022,240,360,120,Yes,Planned,Yes,2
BLK-029056,2026-09-15,COR-003,SEC-0022,360,480,120,Yes,Planned,No,1
BLK-029057,2026-09-15,COR-003,SEC-0022,480,600,120,Yes,Planned,No,3
BLK-029058,2026-09-15,COR-003,SEC-0022,600,720,120,Yes,Planned,No,3
BLK-029059,2026-09-15,COR-003,SEC-0022,720,840,120,Yes,Planned,No,2
BLK-029060,2026-09-15,COR-003,SEC-0022,840,960,120,Yes,Routine,No,1
BLK-029061,2026-09-15,COR-003,SEC-0022,960,1080,120,Yes,Routine,No,2
BLK-029062,2026-09-15,COR-003,SEC-0022,1080,1200,120,Yes,Planned,No,2
BLK-029063,2026-09-15,COR-003,SEC-0022,1200,1320,120,Yes,Planned,Yes,2
BLK-029064,2026-09-15,COR-003,SEC-0022,1320,1440,120,Yes,Routine,Yes,1
BLK-029065,2026-09-15,COR-003,SEC-0023,0,120,120,Yes,Planned,Yes,2
BLK-029066,2026-09-15,COR-003,SEC-0023,120,240,120,Yes,Planned,Yes,2
BLK-029067,2026-09-15,COR-003,SEC-0023,240,360,120,Yes,Planned,Yes,1
BLK-029068,2026-09-15,COR-003,SEC-0023,360,480,120,Yes,Planned,No,2
BLK-029069,2026-09-15,COR-003,SEC-0023,480,600,120,No,Planned,No,1
BLK-029070,2026-09-15,COR-003,SEC-0023,600,720,120,Yes,Planned,No,1
BLK-029071,2026-09-15,COR-003,SEC-0023,720,840,120,No,Planned,No,2
BLK-029072,2026-09-15,COR-003,SEC-0023,840,960,120,No,Emergency Reserve,No,2
BLK-029073,2026-09-15,COR-003,SEC-0023,960,1080,120,Yes,Routine,No,2
BLK-029074,2026-09-15,COR-003,SEC-0023,1080,1200,120,Yes,Planned,No,2
BLK-029075,2026-09-15,COR-003,SEC-0023,1200,1320,120,Yes,Planned,Yes,1
BLK-029076,2026-09-15,COR-003,SEC-0023,1320,1440,120,Yes,Routine,Yes,2
BLK-029077,2026-09-15,COR-003,SEC-0024,0,120,120,Yes,Planned,Yes,3
BLK-029078,2026-09-15,COR-003,SEC-0024,120,240,120,Yes,Planned,Yes,1
BLK-029079,2026-09-15,COR-003,SEC-0024,240,360,120,Yes,Planned,Yes,3
BLK-029080,2026-09-15,COR-003,SEC-0024,360,480,120,Yes,Planned,No,1
BLK-029081,2026-09-15,COR-003,SEC-0024,480,600,120,Yes,Planned,No,2
BLK-029082,2026-09-15,COR-003,SEC-0024,600,720,120,Yes,Planned,No,1
BLK-029083,2026-09-15,COR-003,SEC-0024,720,840,120,No,Planned,No,2
BLK-029084,2026-09-15,COR-003,SEC-0024,840,960,120,Yes,Planned,No,1
BLK-029085,2026-09-15,COR-003,SEC-0024,960,1080,120,Yes,Planned,No,2
BLK-029086,2026-09-15,COR-003,SEC-0024,1080,1200,120,Yes,Planned,No,2
BLK-029087,2026-09-15,COR-003,SEC-0024,1200,1320,120,Yes,Planned,Yes,1
BLK-029088,2026-09-15,COR-003,SEC-0024,1320,1440,120,Yes,Routine,Yes,2
BLK-029089,2026-09-15,COR-003,SEC-0025,0,120,120,Yes,Routine,Yes,2
BLK-029090,2026-09-15,COR-003,SEC-0025,120,240,120,Yes,Emergency Reserve,Yes,2
BLK-029091,2026-09-15,COR-003,SEC-0025,240,360,120,Yes,Planned,Yes,1
BLK-029092,2026-09-15,COR-003,SEC-0025,360,480,120,No,Planned,No,1
BLK-029093,2026-09-15,COR-003,SEC-0025,480,600,120,Yes,Planned,No,2
BLK-029094,2026-09-15,COR-003,SEC-0025,600,720,120,No,Planned,No,3
BLK-029095,2026-09-15,COR-003,SEC-0025,720,840,120,Yes,Planned,No,2
BLK-029096,2026-09-15,COR-003,SEC-0025,840,960,120,No,Planned,No,2
BLK-029097,2026-09-15,COR-003,SEC-0025,960,1080,120,Yes,Routine,No,2
BLK-029098,2026-09-15,COR-003,SEC-0025,1080,1200,120,Yes,Planned,No,2
